Food code,Food name,Component code,Component name,Facet(s) code,Percentage,Probability,"Probability group",Source(s),Reference(s),Reference link (1),Reference link (2)
A.01.07.001.003,Cake from batter,A.01.07.001.034,Sponge cake,To be further disaggregated (d),100.00,1.00,,Assumption,Similar product,,
A.01.07.001.004,Cheese cream cake,A.16.09.002,Vanilla essence,To be further disaggregated (d),1.11,1.00,,Recipe,"Allrecipes, Chantel's New York Cheesecake (ID=8350)",https://www.allrecipes.com/recipe/8350/chantals-new-york-cheesecake/,
A.01.07.001.004,Cheese cream cake,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),2.20,1.00,,Recipe,"Allrecipes, Chantel's New York Cheesecake (ID=8350)",https://www.allrecipes.com/recipe/8350/chantals-new-york-cheesecake/,
A.01.07.001.004,Cheese cream cake,A.11.01.001,Butter,To be further disaggregated (d),2.21,1.00,,Recipe,"Allrecipes, Chantel's New York Cheesecake (ID=8350)",https://www.allrecipes.com/recipe/8350/chantals-new-york-cheesecake/,
A.01.07.001.004,Cheese cream cake,A.01.07.002.001,"Biscuits, sweet, plain",To be further disaggregated (d),7.74,1.00,,Recipe,"Allrecipes, Chantel's New York Cheesecake (ID=8350)",https://www.allrecipes.com/recipe/8350/chantals-new-york-cheesecake/,
A.01.07.001.004,Cheese cream cake,A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",F28.A07XD,13.26,1.00,,Recipe,"Allrecipes, Chantel's New York Cheesecake (ID=8350)",https://www.allrecipes.com/recipe/8350/chantals-new-york-cheesecake/,
A.01.07.001.004,Cheese cream cake,A.08.08.002,Quark with fruit,To be further disaggregated (d),16.73,1.00,,Recipe,"Allrecipes, Chantel's New York Cheesecake (ID=8350)",https://www.allrecipes.com/recipe/8350/chantals-new-york-cheesecake/,
A.01.07.001.004,Cheese cream cake,A.08.05.003.004,Sour cream 20 % fat,To be further disaggregated (d),16.95,1.00,,Recipe,"Allrecipes, Chantel's New York Cheesecake (ID=8350)",https://www.allrecipes.com/recipe/8350/chantals-new-york-cheesecake/,
A.01.07.001.004,Cheese cream cake,A.09.01.001,"Whole egg, chicken",F28.A07XD,17.69,1.00,,Recipe,"Allrecipes, Chantel's New York Cheesecake (ID=8350)",https://www.allrecipes.com/recipe/8350/chantals-new-york-cheesecake/,
A.01.07.001.004,Cheese cream cake,A.10.01.001,White sugar,To be further disaggregated (d),22.11,1.00,,Recipe,"Allrecipes, Chantel's New York Cheesecake (ID=8350)",https://www.allrecipes.com/recipe/8350/chantals-new-york-cheesecake/,
A.01.07.001.005,Cheese cream sponge cake,A.16.09.002,Vanilla essence,To be further disaggregated (d),0.22,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III (ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.005,Cheese cream sponge cake,A.08.08.001,Quark,To be further disaggregated (d),10.01,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III (ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.005,Cheese cream sponge cake,A.11.01.001,Butter,To be further disaggregated (d),15.00,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III (ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.005,Cheese cream sponge cake,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),16.54,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III (ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.005,Cheese cream sponge cake,A.10.01.001,White sugar,To be further disaggregated (d),26.47,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III (ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.005,Cheese cream sponge cake,A.09.01.001,"Whole egg, chicken",F28.A07XD,31.76,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III (ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.006,Chocolate cake,A.16.10.003,Baking powder,To be further disaggregated (d),0.41,1.00,,Recipe,"Allrecipes, Chocolate Cake I (ID=7312)",https://www.allrecipes.com/recipe/7312/chocolate-cake-i/,
A.01.07.001.006,Chocolate cake,A.15.01,Tap water,F28.A07XD,1.23,1.00,,Recipe,"Allrecipes, Chocolate Cake I (ID=7312)",https://www.allrecipes.com/recipe/7312/chocolate-cake-i/,
A.01.07.001.006,Chocolate cake,A.10.03.011,Cooking chocolate,To be further disaggregated (d),6.99,1.00,,Recipe,"Allrecipes, Chocolate Cake I (ID=7312)",https://www.allrecipes.com/recipe/7312/chocolate-cake-i/,
A.01.07.001.006,Chocolate cake,A.11.01.001,Butter,To be further disaggregated (d),9.46,1.00,,Recipe,"Allrecipes, Chocolate Cake I (ID=7312)",https://www.allrecipes.com/recipe/7312/chocolate-cake-i/,
A.01.07.001.006,Chocolate cake,A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",F28.A07XD,9.87,1.00,,Recipe,"Allrecipes, Chocolate Cake I (ID=7312)",https://www.allrecipes.com/recipe/7312/chocolate-cake-i/,
A.01.07.001.006,Chocolate cake,A.09.01.001,"Whole egg, chicken",F28.A07XD,9.87,1.00,,Recipe,"Allrecipes, Chocolate Cake I (ID=7312)",https://www.allrecipes.com/recipe/7312/chocolate-cake-i/,
A.01.07.001.006,Chocolate cake,A.08.05.003.004,Sour cream 20 % fat,To be further disaggregated (d),13.98,1.00,,Recipe,"Allrecipes, Chocolate Cake I (ID=7312)",https://www.allrecipes.com/recipe/7312/chocolate-cake-i/,
A.01.07.001.006,Chocolate cake,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),23.52,1.00,,Recipe,"Allrecipes, Chocolate Cake I (ID=7312)",https://www.allrecipes.com/recipe/7312/chocolate-cake-i/,
A.01.07.001.006,Chocolate cake,A.10.01.001,White sugar,To be further disaggregated (d),24.67,1.00,,Recipe,"Allrecipes, Chocolate Cake I (ID=7312)",https://www.allrecipes.com/recipe/7312/chocolate-cake-i/,
A.01.07.001.007,Chocolate cake with fruits,I.10.03.002.002,"Bitter-sweet chocolate, plain",To be further disaggregated (d),15.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Sacher Cake (ID=1558114) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/1558114/,
A.01.07.001.007,Chocolate cake with fruits,A.05.08.001.011,"Jam, Apricots (Prunus armeniaca)",To be further disaggregated (d),25.00,0.30,1,Commercial Products || Probability Analysis,"Mintel GNPD, Sacher Cake (ID=1558114) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/1558114/,
A.01.07.001.007,Chocolate cake with fruits,A.05.08.001.015,"Jam, Sour cherry (Prunus cerasus)",To be further disaggregated (d),25.00,0.70,1,Commercial Products || Probability Analysis,"Mintel GNPD, Sacher Cake (ID=1558114) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/1558114/,
A.01.07.001.007,Chocolate cake with fruits,A.01.07.001.006,Chocolate cake,To be further disaggregated (d),60.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Sacher Cake (ID=1558114) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/1558114/,
A.01.07.001.008,Cream cake,A.16.09.002,Vanilla essence,To be further disaggregated (d),0.70,1.00,,Recipe,"Allrecipes, Cream cake (ID=7800)",http://allrecipes.com/Recipe/cream-cake/detail.aspx,
A.01.07.001.008,Cream cake,A.16.04.001,Salt,F28.A07XD,0.90,1.00,,Recipe,"Allrecipes, Cream cake (ID=7800)",http://allrecipes.com/Recipe/cream-cake/detail.aspx,
A.01.07.001.008,Cream cake,A.16.10.003,Baking powder,To be further disaggregated (d),1.30,1.00,,Recipe,"Allrecipes, Cream cake (ID=7800)",http://allrecipes.com/Recipe/cream-cake/detail.aspx,
A.01.07.001.008,Cream cake,A.09.01.001,"Whole egg, chicken",F28.A07XD,15.10,1.00,,Recipe,"Allrecipes, Cream cake (ID=7800)",http://allrecipes.com/Recipe/cream-cake/detail.aspx,
A.01.07.001.008,Cream cake,A.10.01.001,White sugar,To be further disaggregated (d),21.40,1.00,,Recipe,"Allrecipes, Cream cake (ID=7800)",http://allrecipes.com/Recipe/cream-cake/detail.aspx,
A.01.07.001.008,Cream cake,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),27.10,1.00,,Recipe,"Allrecipes, Cream cake (ID=7800)",http://allrecipes.com/Recipe/cream-cake/detail.aspx,
A.01.07.001.008,Cream cake,A.08.05.001.004,Cream 40 % fat,To be further disaggregated (d),33.50,1.00,,Recipe,"Allrecipes, Cream cake (ID=7800)",http://allrecipes.com/Recipe/cream-cake/detail.aspx,
A.01.07.001.009,Cream cheese cake,A.16.09.002,Vanilla essence,To be further disaggregated (d),0.30,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III(ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.009,Cream cheese cake,A.08.05.001.004,Cream 40 % fat,To be further disaggregated (d),11.80,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III(ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.009,Cream cheese cake,A.09.01.001,"Whole egg, chicken",F28.A07XD,13.00,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III(ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.009,Cream cheese cake,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),19.70,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III(ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.009,Cream cheese cake,A.11.01.001,Butter,To be further disaggregated (d),19.70,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III(ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.009,Cream cheese cake,A.10.01.001,White sugar,To be further disaggregated (d),35.50,1.00,,Recipe,"Allrecipes, Cream cheese pound cake III(ID=8384)",http://allrecipes.com/recipe/8384/cream-cheese-pound-cake-iii/,
A.01.07.001.010,Cream custard cake,A.10.01.006,"Sugar, icing",To be further disaggregated (d),18.00,1.00,,Commercial Products,"Mintel GNPD, Cream Slice with puff pastry (ID=511594)",http://www.gnpd.com/sinatra/recordpage/511594/,
A.01.07.001.010,Cream custard cake,I.20.02.004.002,Patisserie cream,To be further disaggregated (d),23.00,1.00,,Commercial Products,"Mintel GNPD, Cream Slice with puff pastry (ID=511594)",http://www.gnpd.com/sinatra/recordpage/511594/,
A.01.07.001.010,Cream custard cake,I.01.07.001.050,Puff pastry,To be further disaggregated (d),59.00,1.00,,Commercial Products,"Mintel GNPD, Cream Slice with puff pastry (ID=511594)",http://www.gnpd.com/sinatra/recordpage/511594/,
A.01.07.001.011,Cream custard sponge cake,A.01.07.001.034,Sponge cake,To be further disaggregated (d),5.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Raspberry Trifle (ID=2852769) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/2852769/,
A.01.07.001.011,Cream custard sponge cake,I.05.08.001.021,"Jam, Berries",To be further disaggregated (d),12.00,0.18,1,Commercial Products || Probability Analysis,"Mintel GNPD, Raspberry Trifle (ID=2852769) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/2852769/,
A.01.07.001.011,Cream custard sponge cake,A.05.08.001.002,"Jam, Raspberries (Rubus idaeus)",To be further disaggregated (d),12.00,0.82,1,Commercial Products || Probability Analysis,"Mintel GNPD, Raspberry Trifle (ID=2852769) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/2852769/,
A.01.07.001.011,Cream custard sponge cake,A.08.05.001.004,Cream 40 % fat,To be further disaggregated (d),19.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Raspberry Trifle (ID=2852769) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/2852769/,
A.01.07.001.011,Cream custard sponge cake,I.20.02.006.001,Jelly dessert,To be further disaggregated (d),31.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Raspberry Trifle (ID=2852769) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/2852769/,
A.01.07.001.011,Cream custard sponge cake,A.20.02.004,Custard,To be further disaggregated (d),33.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Raspberry Trifle (ID=2852769) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/2852769/,
A.01.07.001.012,Croissant,A.16.04.001,Salt,F28.A07XD,0.66,1.00,,Recipe,"Allrecipes, Golden Crescent Rolls (ID=7000)",https://www.allrecipes.com/recipe/7000/golden-crescent-rolls/,
A.01.07.001.012,Croissant,A.16.10.001,Yeast,F28.A07XD,1.54,1.00,,Recipe,"Allrecipes, Golden Crescent Rolls (ID=7000)",https://www.allrecipes.com/recipe/7000/golden-crescent-rolls/,
A.01.07.001.012,Croissant,A.10.01.001,White sugar,To be further disaggregated (d),10.99,1.00,,Recipe,"Allrecipes, Golden Crescent Rolls (ID=7000)",https://www.allrecipes.com/recipe/7000/golden-crescent-rolls/,
A.01.07.001.012,Croissant,A.09.01.001,"Whole egg, chicken",F28.A07XD,13.19,1.00,,Recipe,"Allrecipes, Golden Crescent Rolls (ID=7000)",https://www.allrecipes.com/recipe/7000/golden-crescent-rolls/,
A.01.07.001.012,Croissant,A.11.01.001,Butter,To be further disaggregated (d),18.68,1.00,,Recipe,"Allrecipes, Golden Crescent Rolls (ID=7000)",https://www.allrecipes.com/recipe/7000/golden-crescent-rolls/,
A.01.07.001.012,Croissant,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),54.94,1.00,,Recipe,"Allrecipes, Golden Crescent Rolls (ID=7000)",https://www.allrecipes.com/recipe/7000/golden-crescent-rolls/,
A.01.07.001.013,"Croissant, filled with chocolate",I.10.03.004.001,Chocolate spread,To be further disaggregated (d),25.00,1.00,,Commercial Products,"Mintel GNPD, Croissant Filled with Chocolate Cream (ID=5335801)",http://www.gnpd.com/sinatra/recordpage/5335801/,
A.01.07.001.013,"Croissant, filled with chocolate",A.01.07.001.041,Croissant from puff pastry,To be further disaggregated (d),75.00,1.00,,Commercial Products,"Mintel GNPD, Croissant Filled with Chocolate Cream (ID=5335801)",http://www.gnpd.com/sinatra/recordpage/5335801/,
A.01.07.001.014,"Croissant, filled with cream",I.20.02.004.002,Patisserie cream,To be further disaggregated (d),24.00,1.00,,Commercial Products,"Mintel GNPD, Croissant Filled with Custard Cream (ID=2533805)",http://www.gnpd.com/sinatra/recordpage/2533805/,
A.01.07.001.014,"Croissant, filled with cream",A.01.07.001.041,Croissant from puff pastry,To be further disaggregated (d),76.00,1.00,,Commercial Products,"Mintel GNPD, Croissant Filled with Custard Cream (ID=2533805)",http://www.gnpd.com/sinatra/recordpage/2533805/,
A.01.07.001.015,"Croissant, filled with jam",A.05.08.001,Jam,To be further disaggregated (p),25.00,1.00,,Commercial Products,"Mintel GNPD, Croissant with Apricot Filling (ID=5463191)",http://www.gnpd.com/sinatra/recordpage/5463191/,
A.01.07.001.015,"Croissant, filled with jam",A.01.07.001.041,Croissant from puff pastry,To be further disaggregated (d),75.00,1.00,,Commercial Products,"Mintel GNPD, Croissant with Apricot Filling (ID=5463191)",http://www.gnpd.com/sinatra/recordpage/5463191/,
A.01.07.001.016,Croquembouche,A.10.04.005,"Caramel, soft",To be further disaggregated (d),21.00,1.00,,Commercial Products,"Mintel GNPD, 2 Caramel Eclairs (ID=3495499)",http://www.gnpd.com/sinatra/recordpage/3495499/,
A.01.07.001.016,Croquembouche,I.01.07.001.049,Choux pastry,To be further disaggregated (d),36.00,1.00,,Commercial Products,"Mintel GNPD, 2 Caramel Eclairs (ID=3495499)",http://www.gnpd.com/sinatra/recordpage/3495499/,
A.01.07.001.016,Croquembouche,I.20.02.004.001,Dessert cream,To be further disaggregated (d),43.00,1.00,,Commercial Products,"Mintel GNPD, 2 Caramel Eclairs (ID=3495499)",http://www.gnpd.com/sinatra/recordpage/3495499/,
A.01.07.001.017,Doughnuts,A.16.04.001,Salt,F28.A07XD,0.23,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.017,Doughnuts,A.16.09.002,Vanilla essence,To be further disaggregated (d),0.31,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.017,Doughnuts,A.16.10.001,Yeast,F28.A07XD,0.54,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.017,Doughnuts,A.09.01.001,"Whole egg, chicken",F28.A07XD,2.71,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.017,Doughnuts,A.11.01.001,Butter,To be further disaggregated (d),5.61,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.017,Doughnuts,A.10.01.001,White sugar,To be further disaggregated (d),13.54,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.017,Doughnuts,A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",F28.A07XD,13.73,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.017,Doughnuts,A.11.04.007,"Oil, frying, blend",To be further disaggregated (d),14.32,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.017,Doughnuts,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),24.18,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.017,Doughnuts,A.15.01,Tap water,F28.A07XD,24.83,1.00,,Literature || Recipe,"Velez-Ruiz at al. (2007), Evaluation of Physical Properties of Dough of Donuts During Deep‐Fat Frying at Different Temperatures, International Journal of Food Properties 341-353:6:2:2003 || Allrecipes, Crispy and Creamy Doughnuts (ID=45921)",https://www.tandfonline.com/doi/full/10.1081/JFP-120017813#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MS9KRlAtMTIwMDE3ODEzP25lZWRBY2Nlc3M9dHJ1ZUBAQDA=,https://www.allrecipes.com/recipe/45921/crispy-and-creamy-doughnuts/
A.01.07.001.018,Éclair,A.10.05.002,Chocolate sauce,To be further disaggregated (d),10.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Fresh Cream Chocolate Éclair (ID=389393) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/389393/,
A.01.07.001.018,Éclair,I.20.02.004.001,Dessert cream,To be further disaggregated (d),37.00,0.25,1,Commercial Products || Probability Analysis,"Mintel GNPD, Fresh Cream Chocolate Éclair (ID=389393) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/389393/,
A.01.07.001.018,Éclair,I.20.02.004.002,Patisserie cream,To be further disaggregated (d),37.00,0.75,1,Commercial Products || Probability Analysis,"Mintel GNPD, Fresh Cream Chocolate Éclair (ID=389393) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/389393/,
A.01.07.001.018,Éclair,I.01.07.001.049,Choux pastry,To be further disaggregated (d),53.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Fresh Cream Chocolate Éclair (ID=389393) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/389393/,
A.01.07.001.020,Fruit cake,A.05.07.001,"Dried vine fruits (currants, raisins and sultanas)",To be further disaggregated (d),41.50,0.24,1,Commercial Products || Probability Analysis,"Mintel GNPD, Fruit Cake (ID=Fruit Cake) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/5428533/,
A.01.07.001.020,Fruit cake,A.05.02.001,Apple (Malus domesticus),F28.A0BA1,41.50,0.76,1,Commercial Products || Probability Analysis,"Mintel GNPD, Fruit Cake (ID=Fruit Cake) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/5428533/,
A.01.07.001.020,Fruit cake,A.01.07.001.034,Sponge cake,To be further disaggregated (d),58.50,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Fruit Cake (ID=Fruit Cake) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/5428533/,
A.01.07.001.021,Fruit pie,A.05.02.001,Apple (Malus domesticus),F28.A0BA1,43.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Apple Pie (ID=12044812) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/2044812/,
A.01.07.001.021,Fruit pie,I.01.07.001.051,Shortcrust pastry,To be further disaggregated (d),57.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Apple Pie (ID=12044812) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/2044812/,
A.01.07.001.022,Cheese pie,A.16.02.028,"Pepper, black and white (Piper nigrum)",F28.A07KG$F28.A07LA,0.75,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
A.01.07.001.022,Cheese pie,A.16.04.001,Salt,F28.A07XD,0.75,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
A.01.07.001.022,Cheese pie,A.11.04.008,Olive oil,To be further disaggregated (d),2.50,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
A.01.07.001.022,Cheese pie,A.08.08.069,"Cheese, Feta",To be further disaggregated (d),3.50,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
A.01.07.001.022,Cheese pie,A.08.08.115,"Cheese, Mizithra",To be further disaggregated (d),3.50,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
A.01.07.001.022,Cheese pie,A.09.01.001,"Whole egg, chicken",F28.A07XD,4.00,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
A.01.07.001.022,Cheese pie,I.08.08.187,"Cheese, Cottage",To be further disaggregated (d),7.00,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
A.01.07.001.022,Cheese pie,A.01.03.001.012,"Wheat semolina, Durum",To be further disaggregated (d),8.00,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
