Food code,Food name,Component code,Component name,Facet(s) code,Percentage,Probability,"Probability group",Source(s),Reference(s),Reference link (1),Reference link (2)
I.04.03.015,Mixed nuts paste,A.04.03.007,Hazelnuts (Corylus avellana),F28.A07LA,15.00,1.00,,Commercial Products,"Mintel GNPD, Four Nuts Puree (ID=4566013)",http://www.gnpd.com/sinatra/recordpage/4566013/,
I.04.03.015,Mixed nuts paste,A.04.02.021,Peanut (Arachis hypogea),F28.A0C6N,55.00,1.00,,Commercial Products,"Mintel GNPD, Four Nuts Puree (ID=4566013)",http://www.gnpd.com/sinatra/recordpage/4566013/,
I.05.08.001.019,"Jam, Apricot & blackberry & strawberry",A.05.08.001.001,"Jam, Strawberries (Fragaria × ananassa)",To be further disaggregated (d),33.33,1.00,,Assumption,Equal proportion of main ingredients,,
I.05.08.001.019,"Jam, Apricot & blackberry & strawberry",A.05.08.001.003,"Jam, Blackberries (Rubus fruticosus)",To be further disaggregated (d),33.33,1.00,,Assumption,Equal proportion of main ingredients,,
I.05.08.001.019,"Jam, Apricot & blackberry & strawberry",A.05.08.001.011,"Jam, Apricots (Prunus armeniaca)",To be further disaggregated (d),33.33,1.00,,Assumption,Equal proportion of main ingredients,,
I.05.08.001.020,"Jam, Apricot & peach",A.05.03.011,Peaches (Prunus persica),F28.A0BA1,22.00,1.00,,Commercial Products,"Mintel GNPD, Apricot and Peach Jam (ID=5214337)",http://www.gnpd.com/sinatra/recordpage/5214337/,
I.05.08.001.020,"Jam, Apricot & peach",A.10.01.001,White sugar,To be further disaggregated (d),35.00,1.00,,Commercial Products,"Mintel GNPD, Apricot and Peach Jam (ID=5214337)",http://www.gnpd.com/sinatra/recordpage/5214337/,
I.05.08.001.020,"Jam, Apricot & peach",A.05.03.001,Apricots (Prunus armeniaca),F28.A0BA1,43.00,1.00,,Commercial Products,"Mintel GNPD, Apricot and Peach Jam (ID=5214337)",http://www.gnpd.com/sinatra/recordpage/5214337/,
I.05.08.001.021,"Jam, Berries",A.05.04.010,"Currants (red, black and white) (Ribes nigrum, Ribes rubrum)",F28.A0BA1,9.60,1.00,,Commercial Products,"Mintel GNPD, Strawberry, Raspberry, Cheery and Black Currant Love Jam (ID=3008003)",http://www.gnpd.com/sinatra/recordpage/3008003/,
I.05.08.001.021,"Jam, Berries",A.05.03.006,Sweet cherry (Prunus avium),F28.A0BA1,19.21,1.00,,Commercial Products,"Mintel GNPD, Strawberry, Raspberry, Cheery and Black Currant Love Jam (ID=3008003)",http://www.gnpd.com/sinatra/recordpage/3008003/,
I.05.08.001.021,"Jam, Berries",A.05.04.003,Strawberries (Fragaria × ananassa),F28.A0BA1,19.21,1.00,,Commercial Products,"Mintel GNPD, Strawberry, Raspberry, Cheery and Black Currant Love Jam (ID=3008003)",http://www.gnpd.com/sinatra/recordpage/3008003/,
I.05.08.001.021,"Jam, Berries",A.05.04.006,Raspberries (Rubus idaeus),F28.A0BA1,19.21,1.00,,Commercial Products,"Mintel GNPD, Strawberry, Raspberry, Cheery and Black Currant Love Jam (ID=3008003)",http://www.gnpd.com/sinatra/recordpage/3008003/,
I.05.08.001.021,"Jam, Berries",A.10.01.001,White sugar,To be further disaggregated (d),32.77,1.00,,Commercial Products,"Mintel GNPD, Strawberry, Raspberry, Cheery and Black Currant Love Jam (ID=3008003)",http://www.gnpd.com/sinatra/recordpage/3008003/,
I.05.08.003.001,"Fruit spreads, Sirop de Liège",A.05.06.001,Dates (Phoenix dactylifera),F28.A07XD,9.75,1.00,,Commercial Products,"Mintel GNPD, Liege Syrup (ID=1953352)",http://www.gnpd.com/sinatra/recordpage/1953352/,
I.05.08.003.001,"Fruit spreads, Sirop de Liège",I.12.02.016,"Juice concentrate, Apple",To be further disaggregated (d),20.80,1.00,,Commercial Products,"Mintel GNPD, Liege Syrup (ID=1953352)",http://www.gnpd.com/sinatra/recordpage/1953352/,
I.05.08.003.001,"Fruit spreads, Sirop de Liège",I.12.02.018,"Juice concentrate, Pear",To be further disaggregated (d),34.45,1.00,,Commercial Products,"Mintel GNPD, Liege Syrup (ID=1953352)",http://www.gnpd.com/sinatra/recordpage/1953352/,
I.05.08.003.001,"Fruit spreads, Sirop de Liège",A.10.01.001,White sugar,To be further disaggregated (d),35.00,1.00,,Commercial Products,"Mintel GNPD, Liege Syrup (ID=1953352)",http://www.gnpd.com/sinatra/recordpage/1953352/,
I.05.08.003.002,"Fruit spreads, Fig",A.10.01.001,White sugar,To be further disaggregated (d),35.00,1.00,,Commercial Products,"Mintel GNPD, Fig Spread (ID= 4948107)",http://www.gnpd.com/sinatra/recordpage/4948107/,
I.05.08.003.002,"Fruit spreads, Fig",A.05.06.002,Figs (Ficus carica),F28.A0BA1,65.00,1.00,,Commercial Products,"Mintel GNPD, Fig Spread (ID= 4948107)",http://www.gnpd.com/sinatra/recordpage/4948107/,
I.05.08.003.003,"Fruit spreads, Lemon",A.11.01.001,Butter,To be further disaggregated (d),8.00,1.00,,Commercial Products,"Mintel GNPD, Lemon Curd (ID= 3810227)",http://www.gnpd.com/sinatra/recordpage/3810227/,
I.05.08.003.003,"Fruit spreads, Lemon",A.09.01.001,"Whole egg, chicken",F28.A07XD,17.00,1.00,,Commercial Products,"Mintel GNPD, Lemon Curd (ID= 3810227)",http://www.gnpd.com/sinatra/recordpage/3810227/,
I.05.08.003.003,"Fruit spreads, Lemon",A.05.01.003,Lemons (Citrus limon),F28.A0BA1$F20.A07QE,20.00,1.00,,Commercial Products,"Mintel GNPD, Lemon Curd (ID= 3810227)",http://www.gnpd.com/sinatra/recordpage/3810227/,
I.05.08.003.003,"Fruit spreads, Lemon",A.10.01.001,White sugar,To be further disaggregated (d),55.00,1.00,,Commercial Products,"Mintel GNPD, Lemon Curd (ID= 3810227)",http://www.gnpd.com/sinatra/recordpage/3810227/,
I.05.08.003.004,"Fruit spreads, Jelly",A.05.02.001,Apple (Malus domesticus),F28.A0C6N,20.00,1.00,,Commercial Products || Assumption,"Mintel GNPD, Apple & Pear Fruit Spread (ID=4202613) || Equal proportion of sugar ingredients",http://www.gnpd.com/sinatra/recordpage/4202613/,
I.05.08.003.004,"Fruit spreads, Jelly",A.05.02.003,Quince (Cydonia oblonga),F28.A07XD,20.00,1.00,,Commercial Products || Assumption,"Mintel GNPD, Apple & Pear Fruit Spread (ID=4202613) || Equal proportion of sugar ingredients",http://www.gnpd.com/sinatra/recordpage/4202613/,
I.05.08.003.004,"Fruit spreads, Jelly",A.10.01.001,White sugar,To be further disaggregated (d),30.00,1.00,,Commercial Products || Assumption,"Mintel GNPD, Apple & Pear Fruit Spread (ID=4202613) || Equal proportion of sugar ingredients",http://www.gnpd.com/sinatra/recordpage/4202613/,
