SUA Code,SUA Name,Category,Producer Country,Share,Waste,Organic
01229,Cantaloupes and other melons,Fruits,RoW,0.044,0.07,0
01251,Carrots and turnips,Vegetables,HU,0.933,0.07,0
01251,Carrots and turnips,Vegetables,RoW,0.067,0.07,0
01372,"Cashew nuts, in shell",Nuts,IN,0.424,0.06,0
01372,"Cashew nuts, in shell",Nuts,CI,0.227,0.06,0
01372,"Cashew nuts, in shell",Nuts,RoW,0.349,0.06,0
01520.01,"Cassava, fresh",Vegetables,RoW,1,0.07,0
01213,"Cauliflowers and broccoli, average",Vegetables,HU,0.956,0.07,0
01213,"Cauliflowers and broccoli, average",Vegetables,RoW,0.044,0.07,0
01199.90,Cereals n.e.c.,Cereals,RoW,1,0.045,0
01344.02,Cherries,Berries,HU,0.844,0.07,0
01344.02,Cherries,Berries,TR,0.147,0.07,0
01344.02,Cherries,Berries,RoW,0.008,0.07,0
01373,"Chestnuts, in shell",Nuts,AL,0.106,0.06,0
01373,"Chestnuts, in shell",Nuts,BA,0.308,0.06,0
01373,"Chestnuts, in shell",Nuts,HU,0.17,0.06,0
01373,"Chestnuts, in shell",Nuts,IT,0.145,0.06,0
01373,"Chestnuts, in shell",Nuts,RoW,0.271,0.06,0
01703,"Chick peas, dry",Pulses,AR,0.223,0.06,0
01703,"Chick peas, dry",Pulses,CA,0.301,0.06,0
01703,"Chick peas, dry",Pulses,HU,0.109,0.06,0
01703,"Chick peas, dry",Pulses,TR,0.12,0.06,0
01703,"Chick peas, dry",Pulses,RoW,0.247,0.06,0
01231,"chillies and peppers, green (capsicum spp. and pimenta spp.)",Spices,HU,0.89,0.07,0
01231,"chillies and peppers, green (capsicum spp. and pimenta spp.)",Spices,RoW,0.11,0.07,0
01652,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,HU,0.89,0.07,0
01652,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,RoW,0.11,0.07,0
01640,Cocoa beans,Stimulants,GH,0.238,0.07,0
01640,Cocoa beans,Stimulants,CI,0.424,0.07,0
01640,Cocoa beans,Stimulants,NG,0.108,0.07,0
01640,Cocoa beans,Stimulants,RoW,0.23,0.07,0
01460,"Coconut, in shell",Nuts,IN,0.182,0.06,0
01460,"Coconut, in shell",Nuts,ID,0.315,0.06,0
01460,"Coconut, in shell",Nuts,PH,0.451,0.06,0
01460,"Coconut, in shell",Nuts,RoW,0.051,0.06,0
01610,"Coffee, green",Stimulants,BR,0.42,0.07,0
01610,"Coffee, green",Stimulants,RoW,0.58,0.07,0
01355.02,Cranberries,Berries,CL,0.837,0.07,0
01355.02,Cranberries,Berries,RoW,0.163,0.07,0
01232,"Cucumbers and gherkins, averrage",Vegetables,HU,0.743,0.07,0
01232,"Cucumbers and gherkins, averrage",Vegetables,ES,0.121,0.07,0
01232,"Cucumbers and gherkins, averrage",Vegetables,RoW,0.135,0.07,0
01351.01,Currants,Berries,HU,0.884,0.07,0
01351.01,Currants,Berries,PL,0.114,0.07,0
01351.01,Currants,Berries,RoW,0.002,0.07,0
01314,Dates,Fruits,IR,0.303,0.07,0
01314,Dates,Fruits,TN,0.626,0.07,0
01314,Dates,Fruits,RoW,0.071,0.07,0
01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,CN,0.187,0.24,0
01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,ES,0.267,0.24,0
01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,TG,0.233,0.24,0
01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,RoW,0.313,0.24,0
01233,Eggplants (aubergines),Vegetables,HU,0.538,0.07,0
01233,Eggplants (aubergines),Vegetables,ES,0.262,0.07,0
01233,Eggplants (aubergines),Vegetables,RoW,0.2,0.07,0
0232,"eggs from other birds in shell, fresh, n.e.c.",Dairy,HU,0.512,0.017,0
0232,"eggs from other birds in shell, fresh, n.e.c.",Dairy,RO,0.367,0.017,0
0232,"eggs from other birds in shell, fresh, n.e.c.",Dairy,RoW,0.121,0.017,0
01315,Figs,Fruits,TR,0.906,0.07,0
01315,Figs,Fruits,RoW,0.094,0.07,0
01193,Fonio,Cereals,RoW,1,0.045,0
21170.02,"game meat, fresh, chilled or frozen",Meat,RoW,1,0.057,0
01351.02,Gooseberries,Berries,HU,1,0.07,0
01330,Grapes,Fruits,HU,0.894,0.07,0
01330,Grapes,Fruits,RoW,0.106,0.07,0
01290.01,Green corn (maize),Vegetables,HU,0.993,0.07,0
01290.01,Green corn (maize),Vegetables,RoW,0.007,0.07,0
01252,Green garlic,Vegetables,HU,0.896,0.07,0
01252,Green garlic,Vegetables,RoW,0.104,0.07,0
0142,"Groundnuts, excluding shelled",Nuts,HU,0.14,0.06,0
0142,"Groundnuts, excluding shelled",Nuts,ES,0.171,0.06,0
0142,"Groundnuts, excluding shelled",Nuts,US,0.613,0.06,0
0142,"Groundnuts, excluding shelled",Nuts,RoW,0.076,0.06,0
01374,"Hazelnuts, in shell",Nuts,RoW,1,0.06,0
0231,"hen eggs in shell, fresh",Dairy,HU,0.925,0.017,0
0231,"hen eggs in shell, fresh",Dairy,RoW,0.075,0.017,0
21118.01,"horse meat, fresh or chilled",Meat,HU,0.154,0.057,0
21118.01,"horse meat, fresh or chilled",Meat,IT,0.286,0.057,0
21118.01,"horse meat, fresh or chilled",Meat,ES,0.124,0.057,0
21118.01,"horse meat, fresh or chilled",Meat,RoW,0.436,0.057,0
01352,Kiwi fruit,Fruits,GR,0.127,0.07,0
01352,Kiwi fruit,Fruits,IT,0.627,0.07,0
01352,Kiwi fruit,Fruits,NZ,0.144,0.07,0
01352,Kiwi fruit,Fruits,RoW,0.102,0.07,0
01379.02,Kola nuts,Nuts,RoW,1,0.06,0
01254,Leeks and other alliaceous vegetables,Vegetables,HU,0.603,0.07,0
01254,Leeks and other alliaceous vegetables,Vegetables,TR,0.242,0.07,0
01254,Leeks and other alliaceous vegetables,Vegetables,RoW,0.154,0.07,0
01322,Lemons and limes,Fruits,ES,0.385,0.07,0
01322,Lemons and limes,Fruits,TR,0.402,0.07,0
01322,Lemons and limes,Fruits,RoW,0.213,0.07,0
01704,"Lentils, dry (organic)",Pulses,CA,0.779,0.06,0
01704,"Lentils, dry (organic)",Pulses,RU,0.102,0.06,0
01704,"Lentils, dry (organic)",Pulses,RoW,0.119,0.06,0
01214,Lettuce and chicory,Vegetables,HU,0.635,0.07,0
01214,Lettuce and chicory,Vegetables,ES,0.234,0.07,0
01214,Lettuce and chicory,Vegetables,RoW,0.131,0.07,0
01441,Linseed,Seeds,CA,0.113,0.06,0
01441,Linseed,Seeds,HU,0.353,0.06,0
01441,Linseed,Seeds,KZ,0.101,0.06,0
01441,Linseed,Seeds,RU,0.209,0.06,0
01441,Linseed,Seeds,UA,0.121,0.06,0
01441,Linseed,Seeds,RoW,0.104,0.06,0
01709.02,Lupins,Pulses,HU,0.962,0.06,0
01709.02,Lupins,Pulses,RoW,0.038,0.06,0
0112,Maize (corn),"Cereals, incl feed",HU,0.977,0.045,0
0112,Maize (corn),"Cereals, incl feed",RoW,0.023,0.045,0
01316,"Mangoes, guavas and mangosteens",Fruits,BR,0.403,0.07,0
01316,"Mangoes, guavas and mangosteens",Fruits,PE,0.312,0.07,0
01316,"Mangoes, guavas and mangosteens",Fruits,RoW,0.285,0.07,0
01630,Maté leaves,Stimulants,AR,0.208,0.07,0
01630,Maté leaves,Stimulants,BR,0.701,0.07,0
01630,Maté leaves,Stimulants,RoW,0.091,0.07,0
21118.02,"meat of asses, fresh or chilled",Meat,RoW,1,0.057,0
21111.02,"meat of cattle with the bone, fresh or chilled",Meat,HU,0.65,0.057,0
21111.02,"meat of cattle with the bone, fresh or chilled",Meat,RoW,0.35,0.057,0
21121,"meat of chickens, fresh or chilled",Meat,HU,0.855,0.057,0
21121,"meat of chickens, fresh or chilled",Meat,RoW,0.145,0.057,0
21122,"meat of ducks, fresh or chilled",Meat,HU,0.981,0.057,0
21122,"meat of ducks, fresh or chilled",Meat,RoW,0.019,0.057,0
21123,"meat of geese, fresh or chilled",Meat,HU,0.998,0.057,0
21123,"meat of geese, fresh or chilled",Meat,RoW,0.002,0.057,0
21116,"meat of goat, fresh or chilled",Meat,HU,1,0.057,0
21114,"meat of rabbits and hares, fresh or chilled",Meat,HU,0.977,0.057,0
21114,"meat of rabbits and hares, fresh or chilled",Meat,RoW,0.023,0.057,0
21115,"meat of sheep, fresh or chilled",Meat,HU,0.736,0.057,0
21115,"meat of sheep, fresh or chilled",Meat,RoW,0.264,0.057,0
21124,"meat of turkeys, fresh or chilled",Meat,HU,0.916,0.057,0
21124,"meat of turkeys, fresh or chilled",Meat,RoW,0.084,0.057,0
0118,Millet,Cereals,HU,0.727,0.045,0
0118,Millet,Cereals,UA,0.155,0.045,0
0118,Millet,Cereals,RoW,0.119,0.045,0
01199.02,Mixed grain,Cereals,RoW,1,0.045,0
01270,Mushrooms and truffles,Mushrooms,HU,0.754,0.07,0
01270,Mushrooms and truffles,Mushrooms,NL,0.103,0.07,0
01270,Mushrooms and truffles,Mushrooms,RoW,0.144,0.07,0
01442,Mustard seed,Seeds,HU,0.39,0.06,0
01442,Mustard seed,Seeds,UA,0.17,0.06,0
01442,Mustard seed,Seeds,RS,0.168,0.06,0
01442,Mustard seed,Seeds,RoW,0.272,0.06,0
02910,natural honey,Other,HU,0.996,0.06,0
02910,natural honey,Other,RoW,0.004,0.06,0
01653,"nutmeg, mace, cardamoms, raw",Spices,GT,0.199,0.07,0
01653,"nutmeg, mace, cardamoms, raw",Spices,ID,0.617,0.07,0
01653,"nutmeg, mace, cardamoms, raw",Spices,RoW,0.184,0.07,0
0117,Oats,"Cereals, incl feed",HU,0.969,0.045,0
0117,Oats,"Cereals, incl feed",RoW,0.031,0.045,0
01491.02,Oil palm seeds,"Oil crops, tree",RoW,1,0.06,0
01450,Olives,"Oil crops, tree",IT,0.257,0.06,0
01450,Olives,"Oil crops, tree",ES,0.589,0.06,0
01450,Olives,"Oil crops, tree",RoW,0.155,0.06,0
01253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,HU,0.85,0.07,0
01253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,RoW,0.15,0.07,0
01323,Oranges,Fruits,BR,0.164,0.07,0
01323,Oranges,Fruits,GR,0.327,0.07,0
01323,Oranges,Fruits,ES,0.278,0.07,0
01323,Oranges,Fruits,RoW,0.231,0.07,0
01241.90,"Other beans, green",Vegetables,HU,0.984,0.07,0
01241.90,"Other beans, green",Vegetables,RoW,0.016,0.07,0
01359.90,"Other fruits, n.e.c.",Fruits,HU,0.664,0.07,0
01359.90,"Other fruits, n.e.c.",Fruits,RoW,0.336,0.07,0
01449.90,"Other oil seeds, n.e.c.",Oil crops,RoW,1,0.06,0
01709.90,Other pulses n.e.c.,Pulses,CA,0.105,0.06,0
01709.90,Other pulses n.e.c.,Pulses,US,0.296,0.06,0
01709.90,Other pulses n.e.c.,Pulses,ET,0.132,0.06,0
01709.90,Other pulses n.e.c.,Pulses,RoW,0.466,0.06,0
01699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,HU,0.619,0.07,0
01699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,IN,0.237,0.07,0
01699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,RoW,0.144,0.07,0
01290.90,"Other vegetables, fresh n.e.c.",Vegetables,RoW,1,0.07,0
01317,Papayas,Fruits,BR,0.511,0.07,0
01317,Papayas,Fruits,EC,0.198,0.07,0
01317,Papayas,Fruits,TH,0.113,0.07,0
01317,Papayas,Fruits,RoW,0.178,0.07,0
01345,Peaches and nectarines,Fruits,HU,0.91,0.07,0
01345,Peaches and nectarines,Fruits,RoW,0.09,0.07,0
01342.01,Pears,Fruits,HU,0.957,0.07,0
01342.01,Pears,Fruits,RoW,0.043,0.07,0
01705,"Peas, dry","Pulses, incl feed",HU,0.906,0.06,0
01705,"Peas, dry","Pulses, incl feed",RoW,0.094,0.06,0
01242,"Peas, green",Vegetables,HU,0.996,0.07,0
01242,"Peas, green",Vegetables,RoW,0.004,0.07,0
01651,"Pepper (Piper spp.), raw",Vegetables,BR,0.243,0.07,0
01651,"Pepper (Piper spp.), raw",Vegetables,BG,0.135,0.07,0
01651,"Pepper (Piper spp.), raw",Vegetables,IN,0.117,0.07,0
01651,"Pepper (Piper spp.), raw",Vegetables,ID,0.319,0.07,0
01651,"Pepper (Piper spp.), raw",Vegetables,RoW,0.186,0.07,0
01359.01,Persimmons,Fruits,IL,0.128,0.07,0
01359.01,Persimmons,Fruits,ES,0.841,0.07,0
01359.01,Persimmons,Fruits,RoW,0.031,0.07,0
21181,"pig meat, cuts, salted, dried or smoked (bacon and ham)",Meat,DE,0.104,0.057,0
21181,"pig meat, cuts, salted, dried or smoked (bacon and ham)",Meat,HU,0.661,0.057,0
21181,"pig meat, cuts, salted, dried or smoked (bacon and ham)",Meat,RoW,0.235,0.057,0
01318,Pineapples,Fruits,CR,0.37,0.07,0
01318,Pineapples,Fruits,TH,0.39,0.07,0
01318,Pineapples,Fruits,RoW,0.24,0.07,0
01375,"pistachios, in shell",Nuts,IR,0.425,0.06,0
01375,"pistachios, in shell",Nuts,US,0.562,0.06,0
01375,"pistachios, in shell",Nuts,RoW,0.013,0.06,0
01313,Plantains and others,Fruits,CO,0.432,0.07,0
01313,Plantains and others,Fruits,EC,0.534,0.07,0
01313,Plantains and others,Fruits,RoW,0.034,0.07,0
01346,Plums and sloes,Fruits,HU,0.9,0.07,0
01346,Plums and sloes,Fruits,RoW,0.1,0.07,0
01321,Pomelos and grapefruits,Fruits,TR,0.624,0.07,0
01321,Pomelos and grapefruits,Fruits,RoW,0.376,0.07,0
01448,Poppy seed,Seeds,HU,0.772,0.06,0
01448,Poppy seed,Seeds,CZ,0.125,0.06,0
01448,Poppy seed,Seeds,RoW,0.104,0.06,0
01510,Potatoes,Roots,HU,0.864,0.24,0
01510,Potatoes,Roots,RoW,0.136,0.24,0
01235,"Pumpkins, squash and gourds",Vegetables,HU,0.858,0.07,0
01235,"Pumpkins, squash and gourds",Vegetables,RoW,0.142,0.07,0
01342.02,Quinces,Other,HU,0.964,0.06,0
01342.02,Quinces,Other,RoW,0.036,0.06,0
01194,Quinoa,Seeds,BO,0.636,0.06,0
01194,Quinoa,Seeds,PE,0.307,0.06,0
01194,Quinoa,Seeds,RoW,0.058,0.06,0
01443,rapeseed or colza seed,Seeds,HU,0.725,0.06,0
01443,rapeseed or colza seed,Seeds,SK,0.123,0.06,0
01443,rapeseed or colza seed,Seeds,RoW,0.152,0.06,0
01353.01,Raspberries,Berries,RO,0.753,0.07,0
01353.01,Raspberries,Berries,RoW,0.247,0.07,0
02211,raw milk of cattle,Dairy,HU,0.743,0.017,0
02211,raw milk of cattle,Dairy,RoW,0.257,0.017,0
02291,raw milk of sheep,Dairy,HU,1,0.017,0
0113,Rice,Cereals,RoW,1,0.045,0
0116,Rye,"Cereals, incl feed",HU,0.994,0.045,0
0116,Rye,"Cereals, incl feed",RoW,0.006,0.045,0
01444,Sesame seed,Seeds,IN,0.691,0.06,0
01444,Sesame seed,Seeds,NG,0.12,0.06,0
01444,Sesame seed,Seeds,RoW,0.189,0.06,0
0114,Sorghum,Cereals,HU,0.969,0.045,0
0114,Sorghum,Cereals,RoW,0.031,0.045,0
01344.01,Sour cherries,Fruits,HU,0.974,0.07,0
01344.01,Sour cherries,Fruits,RoW,0.026,0.07,0
0141,Soya beans,Pulses,AR,0.181,0.06,0
0141,Soya beans,Pulses,BR,0.443,0.06,0
0141,Soya beans,Pulses,HU,0.132,0.06,0
0141,Soya beans,Pulses,RoW,0.244,0.06,0
01215,Spinach,Vegetables,HU,0.983,0.07,0
01215,Spinach,Vegetables,RoW,0.017,0.07,0
01354,Strawberries,Fruits,HU,0.705,0.07,0
01354,Strawberries,Fruits,ES,0.164,0.07,0
01354,Strawberries,Fruits,RoW,0.131,0.07,0
01801,Sugar beet,Sugar crops,HU,0.446,0.045,0
01801,Sugar beet,Sugar crops,RS,0.173,0.045,0
01801,Sugar beet,Sugar crops,RoW,0.381,0.045,0
01445,Sunflower seed,Oil crops,HU,0.842,0.06,0
01445,Sunflower seed,Oil crops,RoW,0.158,0.06,0
01530,Sweet potatoes,Roots,CN,0.102,0.24,0
01530,Sweet potatoes,Roots,EG,0.101,0.24,0
01530,Sweet potatoes,Roots,US,0.541,0.24,0
01530,Sweet potatoes,Roots,RoW,0.256,0.24,0
01324,"Tangerines, mandarins, clementines",Fruits,ES,0.751,0.07,0
01324,"Tangerines, mandarins, clementines",Fruits,RoW,0.249,0.07,0
01234,"Tomatoes, average",Vegetables,HU,0.727,0.07,0
01234,"Tomatoes, average",Vegetables,IT,0.129,0.07,0
01234,"Tomatoes, average",Vegetables,RoW,0.144,0.07,0
01191,Triticale,Cereals,HU,0.998,0.045,0
01191,Triticale,Cereals,RoW,0.002,0.045,0
01929.02,"True hemp, raw or retted",Other,RoW,1,0.06,0
01376,"Walnuts, in shell",Nuts,HU,0.762,0.06,0
01376,"Walnuts, in shell",Nuts,UA,0.172,0.06,0
01376,"Walnuts, in shell",Nuts,RoW,0.065,0.06,0
01221,Watermelons,Fruits,HU,0.953,0.07,0
01221,Watermelons,Fruits,RoW,0.047,0.07,0
01709.01,Vetches,Other,HU,1,0.06,0
0111,"Wheat, average","Cereals, incl feed",HU,0.957,0.045,0
0111,"Wheat, average","Cereals, incl feed",RoW,0.043,0.045,0
01319,"Other tropical fruits, n.e.c.",Fruits,MX,0.151,0.07,0
01319,"Other tropical fruits, n.e.c.",Fruits,SN,0.202,0.07,0
01319,"Other tropical fruits, n.e.c.",Fruits,ES,0.143,0.07,0
01319,"Other tropical fruits, n.e.c.",Fruits,BF,0.425,0.07,0
01319,"Other tropical fruits, n.e.c.",Fruits,RoW,0.079,0.07,0
01379.90,Nuts nes,Nuts,RoW,1,0.06,0
01620,Tea leaves,Stimulants,LK,0.162,0.07,0
01620,Tea leaves,Stimulants,IN,0.183,0.07,0
01620,Tea leaves,Stimulants,KE,0.18,0.07,0
01620,Tea leaves,Stimulants,RoW,0.474,0.07,0
01655,"Cinnamon and cinnamon-tree flowers, raw",Spices,ID,0.826,0.07,0
01655,"Cinnamon and cinnamon-tree flowers, raw",Spices,MG,0.125,0.07,0
01655,"Cinnamon and cinnamon-tree flowers, raw",Spices,RoW,0.048,0.07,0
01656,"Cloves (whole stems), raw",Spices,KM,0.392,0.07,0
01656,"Cloves (whole stems), raw",Spices,ID,0.231,0.07,0
01656,"Cloves (whole stems), raw",Spices,MG,0.318,0.07,0
01656,"Cloves (whole stems), raw",Spices,RoW,0.058,0.07,0
01657,"Ginger, raw",Spices,RoW,1,0.07,0
01658,Water buffalo milk,Dairy,HU,0.743,0.017,0
01658,Water buffalo milk,Dairy,RoW,0.257,0.017,0
02212,"Vanilla, raw",Spices,MG,0.862,0.07,0
02212,"Vanilla, raw",Spices,RoW,0.138,0.07,0
02292,Goat milk,Dairy,HU,1,0.017,0
21113.02,Pig meat,Meat,DE,0.104,0.057,0
21113.02,Pig meat,Meat,HU,0.661,0.057,0
21113.02,Pig meat,Meat,RoW,0.235,0.057,0
21170.01,Pigeon fresh meat,Meat,FR,0.203,0.057,0
21170.01,Pigeon fresh meat,Meat,HU,0.275,0.057,0
21170.01,Pigeon fresh meat,Meat,NZ,0.184,0.057,0
21170.01,Pigeon fresh meat,Meat,RoW,0.339,0.057,0
21170.92,"Other meat n.e.c, fresh, chilled or frozen",Meat,FR,0.203,0.057,0
21170.92,"Other meat n.e.c, fresh, chilled or frozen",Meat,HU,0.275,0.057,0
21170.92,"Other meat n.e.c, fresh, chilled or frozen",Meat,NZ,0.184,0.057,0
21170.92,"Other meat n.e.c, fresh, chilled or frozen",Meat,RoW,0.339,0.057,0
A02DE,Herrings,Fish,RoW,1,0.02,0
A02ES,Herring roe,Fish,RoW,1,0.02,0
A02DH,Sprat,Fish,RoW,1,0.02,0
A02DB,European sardine,Fish,RoW,1,0.02,0
A02DD,Anchovies,Fish,RoW,1,0.02,0
A029M,Char,Fish,RoW,1,0.02,0
A029B,Smelt,Fish,RoW,1,0.02,0
A029Q,Whitefishes or coregonus,Fish,RoW,1,0.02,0
A027N,Perch,Fish,RoW,1,0.02,0
A029T,Sea bass,Fish,RoW,1,0.02,0
A02CT,Mackerel,Fish,RoW,1,0.02,0
A02DR,Tuna and bonito (generic),Fish,RoW,1,0.02,0
A02AD,Mullets,Fish,RoW,1,0.02,0
A02CB,Hakes,Fish,RoW,1,0.02,0
A02AT,Flounders,Fish,RoW,1,0.02,0
A02AY,Halibut,Fish,RoW,1,0.02,0
A02BC,Plaice,Fish,RoW,1,0.02,0
A02BF,Sole,Fish,RoW,1,0.02,0
A027C,Carps,Fish,RoW,1,0.02,0
A027B,Freshwater bream - Europe,Fish,RoW,1,0.02,0
A028G,River eels,Fish,RoW,1,0.02,0
A02BJ,Anglerfish and monkfish,Fish,RoW,1,0.02,0
A02DJ,Sharks,Fish,RoW,1,0.02,0
A02DQ,Rays,Fish,RoW,1,0.02,0
A02FA,Sturgeon roe,Fish,RoW,1,0.02,0
A02DS,Bonito,Fish,RoW,1,0.02,0
A02DA,Sardines and sardine-type fishes,Fish,RoW,1,0.02,0
A07Y0,Swordfish,Fish,RoW,1,0.02,0
A02FF,Freshwater crabs,Fish,RoW,1,0.02,0
A02FP,Lobsters,Fish,RoW,1,0.02,0
A02FS,"Lobster, norway",Fish,RoW,1,0.02,0
A02FY,"Prawn, giant tiger",Fish,RoW,1,0.02,0
A02GA,White shrimp,Fish,RoW,1,0.02,0
A02FV,Spiny and rock lobsters,Fish,RoW,1,0.02,0
A02FG,Freshwater crayfishes,Fish,RoW,1,0.02,0
A02JH,Squids,Fish,RoW,1,0.02,0
A02JD,Octopuses,Fish,RoW,1,0.02,0
A02JA,Cuttlefishes,Fish,RoW,1,0.02,0
A02HA,Clams,Fish,RoW,1,0.02,0
A02HE,Cockles,Fish,RoW,1,0.02,0
A02HF,Mussels,Fish,RoW,1,0.02,0
A02HG,Oysters,Fish,RoW,1,0.02,0
A02HN,"Scallops, pectens",Fish,RoW,1,0.02,0
A02GX,"Water snails, conches and whelks",Fish,RoW,1,0.02,0
A02GX,"Water snails, conches and whelks",Fish,RoW,1,0.02,0
A02KR,Frogs (legs),Fish,RoW,1,0.02,0
A02LK,Snails,Fish,RoW,1,0.02,0
A0C75,Salmons,Fish,RoW,1,0.02,0
A029F,Trouts,Fish,RoW,1,0.02,0
A027J,Catfishes (freshwater),Fish,RoW,1,0.02,0
A029Z,Wolffish,Fish,RoW,1,0.02,0
A02BV,Cod,Fish,RoW,1,0.02,0
A02EL,Cod liver,Fish,RoW,1,0.02,0
A02EP,Cod roe,Fish,RoW,1,0.02,0
A02CG,Whiting,Fish,RoW,1,0.02,0
A02CA,Haddock,Fish,RoW,1,0.02,0
A0F7F,Lumpfish roe,Fish,RoW,1,0.02,0
01802,Sugar cane,Sugar crops,ES,1,0.045,0
01491.01,Oil palm fruit,"Oil crops, tree",MY,0.3,0.06,0
01491.01,Oil palm fruit,"Oil crops, tree",ID,0.7,0.06,0
