RPC Code,RPC Name,Producer Country Name,Producer Country Code,Share,Waste,SUA Code
A.04.02.009,Mung bean sprouts,Italy,IT,0.091,0.06,01701
A.04.02.009,Mung bean sprouts,Poland,PL,0.014,0.06,01701
A.04.02.009,Mung bean sprouts,USA,US,0.165,0.06,01701
A.04.02.009,Mung bean sprouts,Ethiopia,ET,0.062,0.06,01701
A.09.01.005,Duck eggs,China,CN,0.184,0.017,0232
A.09.01.005,Duck eggs,Hungary,HU,0.028,0.017,0232
A.09.01.005,Duck eggs,Portugal,PT,0.193,0.017,0232
A.09.01.005,Duck eggs,Romania,RO,0.091,0.017,0232
A.09.01.005,Duck eggs,Spain,ES,0.216,0.017,0232
A.09.01.005,Duck eggs,United Kingdom,GB,0.287,0.017,0232
A.09.01.006,Goose eggs,China,CN,0.184,0.017,0232
A.09.01.006,Goose eggs,Hungary,HU,0.028,0.017,0232
A.09.01.006,Goose eggs,Portugal,PT,0.193,0.017,0232
A.09.01.006,Goose eggs,Romania,RO,0.091,0.017,0232
A.09.01.006,Goose eggs,Spain,ES,0.216,0.017,0232
A.09.01.006,Goose eggs,United Kingdom,GB,0.287,0.017,0232
A.09.01.007,Quail eggs,China,CN,0.184,0.017,0232
A.09.01.007,Quail eggs,Hungary,HU,0.028,0.017,0232
A.09.01.007,Quail eggs,Portugal,PT,0.193,0.017,0232
A.09.01.007,Quail eggs,Romania,RO,0.091,0.017,0232
A.09.01.007,Quail eggs,Spain,ES,0.216,0.017,0232
A.09.01.007,Quail eggs,United Kingdom,GB,0.287,0.017,0232
A.06.01.006,Equine muscle,Argentina,AR,0.059,0.057,21118.01
A.06.01.006,Equine muscle,Brazil,BR,0.011,0.057,21118.01
A.06.01.006,Equine muscle,Canada,CA,0.014,0.057,21118.01
A.06.01.006,Equine muscle,France,FR,0.013,0.057,21118.01
A.06.01.006,Equine muscle,Ireland,IE,0.014,0.057,21118.01
A.06.01.006,Equine muscle,Italy,IT,0.406,0.057,21118.01
A.06.01.006,Equine muscle,Mexico,MX,0.031,0.057,21118.01
A.06.01.006,Equine muscle,Poland,PL,0.294,0.057,21118.01
A.06.01.006,Equine muscle,Romania,RO,0.022,0.057,21118.01
A.06.01.006,Equine muscle,Spain,ES,0.122,0.057,21118.01
A.06.01.006,Equine muscle,USA,US,0.015,0.057,21118.01
A.02.15.001,Common mushrooms,Hungary,HU,0.018,0.07,01270
A.02.15.001,Common mushrooms,Italy,IT,0.585,0.07,01270
A.02.15.001,Common mushrooms,Netherlands,NL,0.102,0.07,01270
A.02.15.001,Common mushrooms,Poland,PL,0.175,0.07,01270
A.02.15.001,Common mushrooms,Romania,RO,0.014,0.07,01270
A.02.15.001,Common mushrooms,Spain,ES,0.105,0.07,01270
A.02.15.002,Oyster mushroom (Pleurotus ostreatus),Hungary,HU,0.018,0.07,01270
A.02.15.002,Oyster mushroom (Pleurotus ostreatus),Italy,IT,0.585,0.07,01270
A.02.15.002,Oyster mushroom (Pleurotus ostreatus),Netherlands,NL,0.102,0.07,01270
A.02.15.002,Oyster mushroom (Pleurotus ostreatus),Poland,PL,0.175,0.07,01270
A.02.15.002,Oyster mushroom (Pleurotus ostreatus),Romania,RO,0.014,0.07,01270
A.02.15.002,Oyster mushroom (Pleurotus ostreatus),Spain,ES,0.105,0.07,01270
A.02.15.003,Shiitake,Hungary,HU,0.018,0.07,01270
A.02.15.003,Shiitake,Italy,IT,0.585,0.07,01270
A.02.15.003,Shiitake,Netherlands,NL,0.102,0.07,01270
A.02.15.003,Shiitake,Poland,PL,0.175,0.07,01270
A.02.15.003,Shiitake,Romania,RO,0.014,0.07,01270
A.02.15.003,Shiitake,Spain,ES,0.105,0.07,01270
A.02.16.002,Honey mushroom,Hungary,HU,0.018,0.07,01270
A.02.16.002,Honey mushroom,Italy,IT,0.585,0.07,01270
A.02.16.002,Honey mushroom,Netherlands,NL,0.102,0.07,01270
A.02.16.002,Honey mushroom,Poland,PL,0.175,0.07,01270
A.02.16.002,Honey mushroom,Romania,RO,0.014,0.07,01270
A.02.16.002,Honey mushroom,Spain,ES,0.105,0.07,01270
A.02.16.003,Ceps,Hungary,HU,0.018,0.07,01270
A.02.16.003,Ceps,Italy,IT,0.585,0.07,01270
A.02.16.003,Ceps,Netherlands,NL,0.102,0.07,01270
A.02.16.003,Ceps,Poland,PL,0.175,0.07,01270
A.02.16.003,Ceps,Romania,RO,0.014,0.07,01270
A.02.16.003,Ceps,Spain,ES,0.105,0.07,01270
A.02.16.004,Truffles,Hungary,HU,0.018,0.07,01270
A.02.16.004,Truffles,Italy,IT,0.585,0.07,01270
A.02.16.004,Truffles,Netherlands,NL,0.102,0.07,01270
A.02.16.004,Truffles,Poland,PL,0.175,0.07,01270
A.02.16.004,Truffles,Romania,RO,0.014,0.07,01270
A.02.16.004,Truffles,Spain,ES,0.105,0.07,01270
A.02.16.005,Morels,Hungary,HU,0.018,0.07,01270
A.02.16.005,Morels,Italy,IT,0.585,0.07,01270
A.02.16.005,Morels,Netherlands,NL,0.102,0.07,01270
A.02.16.005,Morels,Poland,PL,0.175,0.07,01270
A.02.16.005,Morels,Romania,RO,0.014,0.07,01270
A.02.16.005,Morels,Spain,ES,0.105,0.07,01270
A.02.16.006,Chanterelles,Hungary,HU,0.018,0.07,01270
A.02.16.006,Chanterelles,Italy,IT,0.585,0.07,01270
A.02.16.006,Chanterelles,Netherlands,NL,0.102,0.07,01270
A.02.16.006,Chanterelles,Poland,PL,0.175,0.07,01270
A.02.16.006,Chanterelles,Romania,RO,0.014,0.07,01270
A.02.16.006,Chanterelles,Spain,ES,0.105,0.07,01270
A.02.16.007,Saffron milk cap,Hungary,HU,0.018,0.07,01270
A.02.16.007,Saffron milk cap,Italy,IT,0.585,0.07,01270
A.02.16.007,Saffron milk cap,Netherlands,NL,0.102,0.07,01270
A.02.16.007,Saffron milk cap,Poland,PL,0.175,0.07,01270
A.02.16.007,Saffron milk cap,Romania,RO,0.014,0.07,01270
A.02.16.007,Saffron milk cap,Spain,ES,0.105,0.07,01270
A.10.07,Honey,Argentina,AR,0.056,0.06,02910
A.10.07,Honey,Bulgaria,BG,0.017,0.06,02910
A.10.07,Honey,Chile,CL,0.025,0.06,02910
A.10.07,Honey,China,CN,0.103,0.06,02910
A.10.07,Honey,Hungary,HU,0.315,0.06,02910
A.10.07,Honey,Italy,IT,0.359,0.06,02910
A.10.07,Honey,Romania,RO,0.055,0.06,02910
A.10.07,Honey,Spain,ES,0.03,0.06,02910
A.10.07,Honey,Ukraine,UA,0.012,0.06,02910
A.10.07,Honey,Serbia,RS,0.027,0.06,02910
A.02.05.022,Alfalfa sprouts,Argentina,AR,0.063,0.06,01709.90
A.02.05.022,Alfalfa sprouts,Brazil,BR,0.015,0.06,01709.90
A.02.05.022,Alfalfa sprouts,Canada,CA,0.173,0.06,01709.90
A.02.05.022,Alfalfa sprouts,China,CN,0.367,0.06,01709.90
A.02.05.022,Alfalfa sprouts,Egypt,EG,0.049,0.06,01709.90
A.02.05.022,Alfalfa sprouts,Italy,IT,0.091,0.06,01709.90
A.02.05.022,Alfalfa sprouts,Poland,PL,0.014,0.06,01709.90
A.02.05.022,Alfalfa sprouts,USA,US,0.165,0.06,01709.90
A.02.05.022,Alfalfa sprouts,Ethiopia,ET,0.062,0.06,01709.90
A.04.02.014,Carobs,Argentina,AR,0.063,0.06,01709.90
A.04.02.014,Carobs,Brazil,BR,0.015,0.06,01709.90
A.04.02.014,Carobs,Canada,CA,0.173,0.06,01709.90
A.04.02.014,Carobs,China,CN,0.367,0.06,01709.90
A.04.02.014,Carobs,Egypt,EG,0.049,0.06,01709.90
A.04.02.014,Carobs,Italy,IT,0.091,0.06,01709.90
A.04.02.014,Carobs,Poland,PL,0.014,0.06,01709.90
A.04.02.014,Carobs,USA,US,0.165,0.06,01709.90
A.04.02.014,Carobs,Ethiopia,ET,0.062,0.06,01709.90
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Argentina,AR,0.032,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Sri Lanka,LK,0.262,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",China,CN,0.128,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",India,IN,0.329,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Indonesia,ID,0.056,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Kenya,KE,0.119,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Malawi,MW,0.029,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",United Republic of Tanzania,TZ,0.017,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Turkey,TR,0.014,0.07,01620
A.02.10.002,"Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated",Uganda,UG,0.013,0.07,01620
A.06.02.005,Pigeon fresh meat,Argentina,AR,0.022,0.057,21170.01
A.06.02.005,Pigeon fresh meat,China,CN,0.159,0.057,21170.01
A.06.02.005,Pigeon fresh meat,France,FR,0.289,0.057,21170.01
A.06.02.005,Pigeon fresh meat,Hungary,HU,0.014,0.057,21170.01
A.06.02.005,Pigeon fresh meat,Italy,IT,0.272,0.057,21170.01
A.06.02.005,Pigeon fresh meat,Republic of Korea,KR,0.019,0.057,21170.01
A.06.02.005,Pigeon fresh meat,New Zealand,NZ,0.205,0.057,21170.01
A.06.02.005,Pigeon fresh meat,Poland,PL,0.021,0.057,21170.01
