Food code,Component code,Facet(s) code,Percentage,Probability,Reference link (1),Reference link (2)
A.01.07.001.026,A.16.10.001,F28.A07XD,0.50,1.00,http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,A.09.01.001,F28.A07XD,4.20,1.00,http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,A.15.01,F28.A07XD,6.40,1.00,http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,A.08.01.001.002,F28.A07XD,9.40,1.00,http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,A.04.03.012,F28.A07XD,14.10,1.00,http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,A.11.01.001,To be further disaggregated (d),18.00,1.00,http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,A.01.03.001.003,To be further disaggregated (d),19.60,1.00,http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,A.10.01.001,To be further disaggregated (d),27.40,1.00,http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.027,A.02.12.006,To be further disaggregated (d),1.70,1.00,http://www.gnpd.com/sinatra/recordpage/3599959/,
A.01.07.001.027,A.04.03.007,F28.A07XD,2.60,1.00,http://www.gnpd.com/sinatra/recordpage/3599959/,
A.01.07.001.027,I.20.02.004.001,To be further disaggregated (d),25.90,1.00,http://www.gnpd.com/sinatra/recordpage/3599959/,
A.01.07.001.027,A.01.07.001.034,To be further disaggregated (d),69.80,1.00,http://www.gnpd.com/sinatra/recordpage/3599959/,
A.01.07.001.028,A.16.10.003,To be further disaggregated (d),1.00,1.00,http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,A.16.04.001,F28.A07XD,1.08,1.00,http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,A.11.01.001,To be further disaggregated (d),5.12,1.00,http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,A.09.01.001,F28.A07XD,12.00,1.00,http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,A.10.01.001,To be further disaggregated (d),15.80,1.00,http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,A.01.03.001.003,To be further disaggregated (d),30.00,1.00,http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,A.08.01.001.002,F28.A07XD,35.00,1.00,http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.029,A.10.05.002,To be further disaggregated (d),21.00,1.00,http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.029,I.01.07.001.049,To be further disaggregated (d),37.00,1.00,http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.029,I.20.02.001.008,To be further disaggregated (d),42.00,0.23,http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.029,I.20.02.004.002,To be further disaggregated (d),42.00,0.26,http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.029,I.20.02.004.001,To be further disaggregated (d),42.00,0.51,http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.030,A.16.09.002,To be further disaggregated (d),0.19,1.00,http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,A.11.04,To be further disaggregated (p),0.37,1.00,http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,A.01.03.001.003,To be further disaggregated (d),7.44,1.00,http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,A.01.03.004.001,To be further disaggregated (d),8.93,1.00,http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,A.10.04.003,To be further disaggregated (d),11.16,1.00,http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,A.11.01.001,To be further disaggregated (d),14.89,1.00,http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,A.09.01.001,F28.A07XD,18.31,1.00,http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,A.10.03.011,To be further disaggregated (d),18.61,1.00,http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,A.10.01.001,To be further disaggregated (d),20.10,1.00,http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.031,A.10.01.001,To be further disaggregated (d),17.00,1.00,http://www.gnpd.com/sinatra/recordpage/1728656/,
A.01.07.001.031,I.01.07.001.051,To be further disaggregated (d),26.60,1.00,http://www.gnpd.com/sinatra/recordpage/1728656/,
A.01.07.001.031,A.02.07.007,F28.A0BA1,56.40,1.00,http://www.gnpd.com/sinatra/recordpage/1728656/,
A.01.07.001.032,A.16.04.001,F28.A07XD,0.22,1.00,http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,A.16.10.003,To be further disaggregated (d),2.10,1.00,http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,A.09.01.001,F28.A07XD,6.30,1.00,http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,A.10.01.001,To be further disaggregated (d),10.50,1.00,http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,A.11.01.001,To be further disaggregated (d),17.86,1.00,http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,A.08.01.001.002,F28.A07XD,23.63,1.00,http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,A.01.03.001.003,To be further disaggregated (d),39.39,1.00,http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.033,A.16.10.003,To be further disaggregated (d),0.40,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.033,A.01.03.001.003,To be further disaggregated (d),24.50,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.033,A.10.01.001,To be further disaggregated (d),24.50,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.033,A.11.01.001,To be further disaggregated (d),24.50,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.033,A.09.01.001,F28.A07XD,26.10,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,A.16.10.003,To be further disaggregated (d),0.40,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,A.01.03.001.003,To be further disaggregated (d),24.50,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,A.10.01.001,To be further disaggregated (d),24.50,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,A.11.01.001,To be further disaggregated (d),24.50,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,A.09.01.001,F28.A07XD,26.10,1.00,http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.035,A.05.08.001,To be further disaggregated (p),5.00,0.43,https://www.gnpd.com/sinatra/recordpage/1285923/,
A.01.07.001.035,I.10.03.004.001,To be further disaggregated (d),5.00,0.57,https://www.gnpd.com/sinatra/recordpage/1285923/,
A.01.07.001.035,I.20.02.004.001,To be further disaggregated (d),28.00,1.00,https://www.gnpd.com/sinatra/recordpage/1285923/,
A.01.07.001.035,A.01.07.001.034,To be further disaggregated (d),67.00,1.00,https://www.gnpd.com/sinatra/recordpage/1285923/,
A.01.07.001.036,I.01.07.001.068,To be further disaggregated (d),100.00,0.42,,
A.01.07.001.036,I.01.07.001.069,To be further disaggregated (d),100.00,0.58,,
A.01.07.001.037,A.16.04.001,F28.A07XD,0.24,1.00,https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.037,A.16.10.003,To be further disaggregated (d),1.80,1.00,https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.037,A.11.04.017,To be further disaggregated (d),10.82,1.00,https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.037,A.09.01.001,F28.A07XD,14.42,1.00,https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.037,A.01.03.001.003,To be further disaggregated (d),30.05,1.00,https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.037,A.08.01.001.002,F28.A07XD,42.67,1.00,https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.038,A.05.07.001,To be further disaggregated (d),2.00,1.00,http://www.gnpd.com/sinatra/recordpage/5516541/,
A.01.07.001.038,A.05.09.007.002,To be further disaggregated (d),48.00,1.00,http://www.gnpd.com/sinatra/recordpage/5516541/,
A.01.07.001.038,I.01.07.001.050,To be further disaggregated (d),50.00,1.00,http://www.gnpd.com/sinatra/recordpage/5516541/,
A.01.07.001.039,A.03.01.010,To be further disaggregated (d),1.20,1.00,http://www.gnpd.com/sinatra/recordpage/3141215/,
A.01.07.001.039,A.09.01.001,F28.A07XD,1.20,1.00,http://www.gnpd.com/sinatra/recordpage/3141215/,
A.01.07.001.039,A.05.07.001,To be further disaggregated (d),2.40,1.00,http://www.gnpd.com/sinatra/recordpage/3141215/,
A.01.07.001.039,A.10.01.001,To be further disaggregated (d),6.00,1.00,http://www.gnpd.com/sinatra/recordpage/3141215/,
A.01.07.001.039,A.08.08.001,To be further disaggregated (d),29.20,1.00,http://www.gnpd.com/sinatra/recordpage/3141215/,
A.01.07.001.039,I.01.07.001.050,To be further disaggregated (d),60.00,1.00,http://www.gnpd.com/sinatra/recordpage/3141215/,
A.01.07.001.040,A.08.08,To be further disaggregated (p),35.00,1.00,http://www.gnpd.com/sinatra/recordpage/5078295/,
A.01.07.001.040,I.01.07.001.050,To be further disaggregated (d),65.00,1.00,http://www.gnpd.com/sinatra/recordpage/5078295/,
A.01.07.001.041,A.16.04.001,F28.A07XD,0.66,1.00,,
A.01.07.001.041,A.16.10.001,F28.A07XD,1.54,1.00,,
A.01.07.001.041,A.10.01.001,To be further disaggregated (d),10.99,1.00,,
A.01.07.001.041,A.09.01.001,F28.A07XD,13.19,1.00,,
A.01.07.001.041,A.11.01.001,To be further disaggregated (d),18.68,1.00,,
A.01.07.001.041,A.01.03.001.003,To be further disaggregated (d),54.94,1.00,,
A.01.07.001.042,A.16.04.001,F28.A07XD,1.00,1.00,http://www.gnpd.com/sinatra/recordpage/4462809/,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003XC0807(01)&from=EN
A.01.07.001.042,A.08.03.003.001,To be further disaggregated (d),2.00,1.00,http://www.gnpd.com/sinatra/recordpage/4462809/,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003XC0807(01)&from=EN
A.01.07.001.042,A.15.01,F28.A07XD,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/4462809/,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003XC0807(01)&from=EN
A.01.07.001.042,A.16.10.001,F28.A07XD,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/4462809/,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003XC0807(01)&from=EN
A.01.07.001.042,A.08.05.001.004,To be further disaggregated (d),7.00,1.00,http://www.gnpd.com/sinatra/recordpage/4462809/,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003XC0807(01)&from=EN
A.01.07.001.042,A.10.01.001,To be further disaggregated (d),11.90,1.00,http://www.gnpd.com/sinatra/recordpage/4462809/,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003XC0807(01)&from=EN
A.01.07.001.042,A.11.01.001,To be further disaggregated (d),12.10,1.00,http://www.gnpd.com/sinatra/recordpage/4462809/,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003XC0807(01)&from=EN
A.01.07.001.042,A.09.01.001,F28.A07XD,14.00,1.00,http://www.gnpd.com/sinatra/recordpage/4462809/,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003XC0807(01)&from=EN
A.01.07.001.042,A.01.03.001.003,To be further disaggregated (d),48.00,1.00,http://www.gnpd.com/sinatra/recordpage/4462809/,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52003XC0807(01)&from=EN
A.01.07.001.043,I.01.07.001.079,To be further disaggregated (d),100.00,0.29,,
A.01.07.001.043,I.01.07.001.078,To be further disaggregated (d),100.00,0.71,,
A.01.07.001.044,A.16.02.027,F28.A07KG$F28.A07LA,0.09,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,A.16.02.014,F28.A07KG$F28.A07LA,0.22,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,A.16.04.001,F28.A07XD,0.22,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,I.16.02.032,To be further disaggregated (d),0.44,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,A.16.09.002,To be further disaggregated (d),0.55,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,A.16.10.003,To be further disaggregated (d),0.55,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,A.09.01.001,F28.A07XD,6.60,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,A.10.06.001,To be further disaggregated (d),13.20,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,A.10.01.002,To be further disaggregated (d),18.16,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,A.11.01.001,To be further disaggregated (d),18.71,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.044,A.01.03.001.003,To be further disaggregated (d),41.26,1.00,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.045,A.16.04.001,F28.A07XD,1.10,1.00,http://allrecipes.com/recipe/dumplings/detail.aspx,
A.01.07.001.045,A.10.01.001,To be further disaggregated (d),1.40,1.00,http://allrecipes.com/recipe/dumplings/detail.aspx,
A.01.07.001.045,A.16.10.003,To be further disaggregated (d),3.30,1.00,http://allrecipes.com/recipe/dumplings/detail.aspx,
A.01.07.001.045,A.11.06.001,To be further disaggregated (d),5.40,1.00,http://allrecipes.com/recipe/dumplings/detail.aspx,
A.01.07.001.045,A.08.01.001.002,F28.A07XD,43.50,1.00,http://allrecipes.com/recipe/dumplings/detail.aspx,
A.01.07.001.045,A.01.03.001.003,To be further disaggregated (d),45.30,1.00,http://allrecipes.com/recipe/dumplings/detail.aspx,
A.01.07.001.046,A.01.07.001.006,To be further disaggregated (d),44.00,1.00,http://www.gnpd.com/sinatra/recordpage/3948981/,
A.01.07.001.046,A.01.07.001.034,To be further disaggregated (d),56.00,1.00,http://www.gnpd.com/sinatra/recordpage/3948981/,
A.01.07.001.047,A.10.05.002,To be further disaggregated (d),15.15,1.00,http://www.gnpd.com/sinatra/recordpage/2267091/,
A.01.07.001.047,A.10.04.003,To be further disaggregated (d),16.16,1.00,http://www.gnpd.com/sinatra/recordpage/2267091/,
A.01.07.001.047,A.01.07.001.034,To be further disaggregated (d),68.69,1.00,http://www.gnpd.com/sinatra/recordpage/2267091/,
A.01.07.001.048,A.16.02.014,F28.A07KG$F28.A07LA,0.12,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.16.09.002,To be further disaggregated (d),0.29,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.16.04.001,F28.A07XD,0.88,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.04.03.004,F28.A07XD,3.35,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.10.07,F28.A07XD,7.08,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.04.03.012,F28.A07XD,8.40,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.10.01.001,To be further disaggregated (d),11.80,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.11.01.001,To be further disaggregated (d),13.27,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.15.01,F28.A07XD,13.86,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.04.03.011,F28.A07XD,15.08,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.001.048,A.01.03.001.003,To be further disaggregated (d),25.87,1.00,http://www.gnpd.com/sinatra/recordpage/1848597/,https://www.allrecipes.com/recipe/9454/greek-baklava/
A.01.07.002.001,A.16.04.001,F28.A07XD,0.80,1.00,http://www.gnpd.com/sinatra/recordpage/1657534/,
A.01.07.002.001,A.10.01.001,To be further disaggregated (d),15.20,1.00,http://www.gnpd.com/sinatra/recordpage/1657534/,
A.01.07.002.001,A.11.01.001,To be further disaggregated (d),25.00,1.00,http://www.gnpd.com/sinatra/recordpage/1657534/,
A.01.07.002.001,A.01.03.001.003,To be further disaggregated (d),59.00,1.00,http://www.gnpd.com/sinatra/recordpage/1657534/,
A.01.07.002.002,I.10.03.008.002,To be further disaggregated (d),29.00,1.00,http://www.gnpd.com/sinatra/recordpage/1684661/,
A.01.07.002.002,A.01.07.002.001,To be further disaggregated (d),71.00,1.00,http://www.gnpd.com/sinatra/recordpage/1684661/,
A.01.07.002.003,A.16.09.002,To be further disaggregated (d),0.40,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.003,A.01.03.001.003,To be further disaggregated (d),1.59,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.003,A.10.01.001,To be further disaggregated (d),7.97,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.003,A.11.01.001,To be further disaggregated (d),8.17,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.003,A.08.01.001.002,F28.A07XD,9.37,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.003,A.01.07.002.001,To be further disaggregated (d),72.50,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.004,I.05.08.001.021,To be further disaggregated (d),27.80,0.40,http://www.gnpd.com/sinatra/recordpage/5458343/,
A.01.07.002.004,A.05.07.001,To be further disaggregated (d),27.80,0.60,http://www.gnpd.com/sinatra/recordpage/5458343/,
A.01.07.002.004,A.01.07.002.001,To be further disaggregated (d),72.20,1.00,http://www.gnpd.com/sinatra/recordpage/5458343/,
A.01.07.002.005,A.16.09.002,To be further disaggregated (d),0.40,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.005,A.01.03.001.003,To be further disaggregated (d),1.59,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.005,A.10.01.001,To be further disaggregated (d),7.97,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.005,A.11.01.001,To be further disaggregated (d),8.17,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.005,A.08.01.001.002,F28.A07XD,9.37,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.005,A.01.07.002.001,To be further disaggregated (d),72.50,1.00,http://www.gnpd.com/sinatra/recordpage/2011272/,https://www.allrecipes.com/recipe/8251/whoopie-pies/
A.01.07.002.006,A.16.04.001,F28.A07XD,0.26,1.00,http://www.gnpd.com/sinatra/recordpage/5541131/,
A.01.07.002.006,A.09.01.002,To be further disaggregated (d),0.80,1.00,http://www.gnpd.com/sinatra/recordpage/5541131/,
A.01.07.002.006,A.09.01.001,F28.A07XD,1.60,1.00,http://www.gnpd.com/sinatra/recordpage/5541131/,
A.01.07.002.006,A.10.01.001,To be further disaggregated (d),14.34,1.00,http://www.gnpd.com/sinatra/recordpage/5541131/,
A.01.07.002.006,A.11.01.001,To be further disaggregated (d),24.00,1.00,http://www.gnpd.com/sinatra/recordpage/5541131/,
A.01.07.002.006,A.01.03.001.003,To be further disaggregated (d),59.00,1.00,http://www.gnpd.com/sinatra/recordpage/5541131/,
A.01.07.002.007,A.16.10.010,To be further disaggregated (d),31.00,1.00,http://www.gnpd.com/sinatra/recordpage/5305293/,
A.01.07.002.007,A.01.07.002.001,To be further disaggregated (d),69.00,1.00,http://www.gnpd.com/sinatra/recordpage/5305293/,
A.01.07.002.008,A.16.03.001,To be further disaggregated (d),0.20,1.00,http://www.gnpd.com/sinatra/recordpage/4973725/,
A.01.07.002.008,A.08.04.002.002,To be further disaggregated (d),0.30,1.00,http://www.gnpd.com/sinatra/recordpage/4973725/,
A.01.07.002.008,A.16.04.001,F28.A07XD,0.50,1.00,http://www.gnpd.com/sinatra/recordpage/4973725/,
A.01.07.002.008,A.16.02.014,F28.A07KG$F28.A07LA,1.00,1.00,http://www.gnpd.com/sinatra/recordpage/4973725/,
A.01.07.002.008,A.16.02.016,F28.A07KG$F28.A07LA,1.00,1.00,http://www.gnpd.com/sinatra/recordpage/4973725/,
A.01.07.002.008,A.16.10.003,To be further disaggregated (d),1.00,1.00,http://www.gnpd.com/sinatra/recordpage/4973725/,
A.01.07.002.008,A.11.01.001,To be further disaggregated (d),20.00,1.00,http://www.gnpd.com/sinatra/recordpage/4973725/,
A.01.07.002.008,A.10.01.001,To be further disaggregated (d),29.00,1.00,http://www.gnpd.com/sinatra/recordpage/4973725/,
A.01.07.002.008,A.01.03.001.003,To be further disaggregated (d),47.00,1.00,http://www.gnpd.com/sinatra/recordpage/4973725/,
A.01.07.002.009,A.16.10.003,To be further disaggregated (d),0.24,1.00,http://www.gnpd.com/sinatra/recordpage/4957179/,
A.01.07.002.009,A.16.04.001,F28.A07XD,1.60,1.00,http://www.gnpd.com/sinatra/recordpage/4957179/,
A.01.07.002.009,A.10.01.001,To be further disaggregated (d),18.18,1.00,http://www.gnpd.com/sinatra/recordpage/4957179/,
A.01.07.002.009,A.11.04.010,To be further disaggregated (d),20.98,1.00,http://www.gnpd.com/sinatra/recordpage/4957179/,
A.01.07.002.009,A.01.03.001.004,To be further disaggregated (d),59.00,1.00,http://www.gnpd.com/sinatra/recordpage/4957179/,
A.01.07.002.010,A.16.04.001,F28.A07XD,0.70,1.00,http://www.gnpd.com/sinatra/recordpage/2656449/,
A.01.07.002.010,A.16.10.003,To be further disaggregated (d),3.00,1.00,http://www.gnpd.com/sinatra/recordpage/2656449/,
A.01.07.002.010,A.10.01.001,To be further disaggregated (d),16.30,1.00,http://www.gnpd.com/sinatra/recordpage/2656449/,
A.01.07.002.010,A.11.04.010,To be further disaggregated (d),21.00,1.00,http://www.gnpd.com/sinatra/recordpage/2656449/,
A.01.07.002.010,A.01.03.001.003,To be further disaggregated (d),24.50,1.00,http://www.gnpd.com/sinatra/recordpage/2656449/,
A.01.07.002.010,A.01.06.001.011,To be further disaggregated (d),34.50,1.00,http://www.gnpd.com/sinatra/recordpage/2656449/,
A.01.07.002.011,A.16.04.001,F28.A07XD,0.60,1.00,http://www.gnpd.com/sinatra/recordpage/5464775/,
A.01.07.002.011,A.16.10.003,To be further disaggregated (d),3.00,1.00,http://www.gnpd.com/sinatra/recordpage/5464775/,
A.01.07.002.011,A.11.04.008,To be further disaggregated (d),6.55,1.00,http://www.gnpd.com/sinatra/recordpage/5464775/,
A.01.07.002.011,A.11.04.017,To be further disaggregated (d),6.55,1.00,http://www.gnpd.com/sinatra/recordpage/5464775/,
A.01.07.002.011,A.10.01.001,To be further disaggregated (d),20.20,1.00,http://www.gnpd.com/sinatra/recordpage/5464775/,
A.01.07.002.011,A.01.03.007.003,To be further disaggregated (d),63.10,1.00,http://www.gnpd.com/sinatra/recordpage/5464775/,
A.01.07.002.012,A.16.04.001,F28.A07XD,2.60,1.00,http://www.gnpd.com/sinatra/recordpage/5293655/,http://www.gnpd.com/sinatra/recordpage/1708427/
A.01.07.002.012,A.16.10.003,To be further disaggregated (d),2.98,1.00,http://www.gnpd.com/sinatra/recordpage/5293655/,http://www.gnpd.com/sinatra/recordpage/1708427/
A.01.07.002.012,A.10.01.001,To be further disaggregated (d),4.97,1.00,http://www.gnpd.com/sinatra/recordpage/5293655/,http://www.gnpd.com/sinatra/recordpage/1708427/
A.01.07.002.012,A.11.04.010,To be further disaggregated (d),22.86,1.00,http://www.gnpd.com/sinatra/recordpage/5293655/,http://www.gnpd.com/sinatra/recordpage/1708427/
A.01.07.002.012,A.01.03.001.003,To be further disaggregated (d),66.59,1.00,http://www.gnpd.com/sinatra/recordpage/5293655/,http://www.gnpd.com/sinatra/recordpage/1708427/
A.01.07.002.013,A.08.08.080,To be further disaggregated (d),9.60,1.00,http://www.gnpd.com/sinatra/recordpage/1782248/,
A.01.07.002.013,A.01.07.002.012,To be further disaggregated (d),90.40,1.00,http://www.gnpd.com/sinatra/recordpage/1782248/,
A.01.07.002.014,A.16.04.001,F28.A07XD,1.64,1.00,https://www.allrecipes.com/recipe/18018/paulas-bread-sticks/,
A.01.07.002.014,A.16.10.001,F28.A07XD,1.64,1.00,https://www.allrecipes.com/recipe/18018/paulas-bread-sticks/,
A.01.07.002.014,A.08.03.003.001,To be further disaggregated (d),2.46,1.00,https://www.allrecipes.com/recipe/18018/paulas-bread-sticks/,
A.01.07.002.014,A.11.01.001,To be further disaggregated (d),7.37,1.00,https://www.allrecipes.com/recipe/18018/paulas-bread-sticks/,
A.01.07.002.014,A.10.01.001,To be further disaggregated (d),8.20,1.00,https://www.allrecipes.com/recipe/18018/paulas-bread-sticks/,
A.01.07.002.014,A.01.03.001.003,To be further disaggregated (d),78.69,1.00,https://www.allrecipes.com/recipe/18018/paulas-bread-sticks/,
A.02.01.001,A.02.01.001,F28.A07XD,100.00,1.00,,
A.02.01.002,A.02.01.002,F28.A07XD,100.00,1.00,,
A.02.01.003,A.02.01.003,F28.A07XD,100.00,1.00,,
A.02.01.004,A.02.01.004,F28.A07XD,100.00,1.00,,
A.02.01.005,A.02.01.005,F28.A07XD,100.00,1.00,,
A.02.01.006,A.02.01.006,F28.A07XD,100.00,1.00,,
