Food code,Component code,Facet(s) code,Percentage,Probability,Reference link (1),Reference link (2)
A.19.01.003.005,A.08.08.144,To be further disaggregated (d),7.31,1.00,http://www.gnpd.com/sinatra/recordpage/1194059/,
A.19.01.003.005,I.01.05.016,To be further disaggregated (d),74.60,1.00,http://www.gnpd.com/sinatra/recordpage/1194059/,
A.19.02.001,A.16.04.001,F28.A07XD,0.90,1.00,http://www.gnpd.com/sinatra/recordpage/3970347/,
A.19.02.001,A.11.04.017,To be further disaggregated (d),4.10,1.00,http://www.gnpd.com/sinatra/recordpage/3970347/,
A.19.02.001,A.02.05.010,F28.A0BA1,8.50,0.13,http://www.gnpd.com/sinatra/recordpage/3970347/,
A.19.02.001,A.02.03.001,F28.A0BA1,8.50,0.39,http://www.gnpd.com/sinatra/recordpage/3970347/,
A.19.02.001,A.02.02.002,F28.A0BA1,8.50,0.48,http://www.gnpd.com/sinatra/recordpage/3970347/,
A.19.02.001,A.02.03.008,F28.A0BA1,8.50,1.00,http://www.gnpd.com/sinatra/recordpage/3970347/,
A.19.02.001,I.01.02.009.008,To be further disaggregated (d),78.00,1.00,http://www.gnpd.com/sinatra/recordpage/3970347/,
A.19.02.002,A.16.04.001,F28.A07XD,0.87,1.00,http://www.gnpd.com/sinatra/recordpage/3897455/,
A.19.02.002,A.11.04.008,To be further disaggregated (d),4.13,1.00,http://www.gnpd.com/sinatra/recordpage/3897455/,
A.19.02.002,A.06.01.004,F28.A07XD,30.00,0.13,http://www.gnpd.com/sinatra/recordpage/3897455/,
A.19.02.002,A.06.01.001,F28.A07XD,30.00,0.26,http://www.gnpd.com/sinatra/recordpage/3897455/,
A.19.02.002,A.06.02.001,F28.A07XD,30.00,0.61,http://www.gnpd.com/sinatra/recordpage/3897455/,
A.19.02.002,I.01.02.009.008,To be further disaggregated (d),65.00,1.00,http://www.gnpd.com/sinatra/recordpage/3897455/,
A.19.02.003,A.02.04.004,F28.A0BA1,18.00,1.00,http://www.gnpd.com/sinatra/recordpage/3198379/,
A.19.02.003,A.06.01.001,F28.A07GM,21.00,0.10,http://www.gnpd.com/sinatra/recordpage/3198379/,
A.19.02.003,A.06.01.004,F28.A07GM,21.00,0.13,http://www.gnpd.com/sinatra/recordpage/3198379/,
A.19.02.003,A.06.02.001,F28.A07GM,21.00,0.77,http://www.gnpd.com/sinatra/recordpage/3198379/,
A.19.02.003,I.16.08.003.004,To be further disaggregated (d),22.00,1.00,http://www.gnpd.com/sinatra/recordpage/3198379/,
A.19.02.003,I.01.02.009.008,To be further disaggregated (d),39.00,1.00,http://www.gnpd.com/sinatra/recordpage/3198379/,
A.19.03.004,A.16.02.028,F28.A07KG$F28.A07LA,0.20,1.00,http://allrecipes.com/recipe/creamy-au-gratin-potatoes/detail.aspx,
A.19.03.004,A.16.04.001,F28.A07XD,0.20,1.00,http://allrecipes.com/recipe/creamy-au-gratin-potatoes/detail.aspx,
A.19.03.004,A.01.03.001.003,To be further disaggregated (d),1.70,1.00,http://allrecipes.com/recipe/creamy-au-gratin-potatoes/detail.aspx,
A.19.03.004,A.11.01.001,To be further disaggregated (d),3.00,1.00,http://allrecipes.com/recipe/creamy-au-gratin-potatoes/detail.aspx,
A.19.03.004,A.02.02.002,F28.A0BA1,6.60,1.00,http://allrecipes.com/recipe/creamy-au-gratin-potatoes/detail.aspx,
A.19.03.004,A.08.08.049,To be further disaggregated (d),11.20,1.00,http://allrecipes.com/recipe/creamy-au-gratin-potatoes/detail.aspx,
A.19.03.004,A.08.01.001.002,F28.A07XD,31.40,1.00,http://allrecipes.com/recipe/creamy-au-gratin-potatoes/detail.aspx,
A.19.03.004,A.03.01.002,F28.A07GY,45.70,1.00,http://allrecipes.com/recipe/creamy-au-gratin-potatoes/detail.aspx,
A.19.05.001,A.16.02.028,F28.A07KG$F28.A07LA,0.45,1.00,http://allrecipes.com/recipe/25473/the-perfect-basic-burger,
A.19.05.001,A.16.04.001,F28.A07XD,0.91,1.00,http://allrecipes.com/recipe/25473/the-perfect-basic-burger,
A.19.05.001,A.02.02.004,F28.A07XD,6.04,1.00,http://allrecipes.com/recipe/25473/the-perfect-basic-burger,
A.19.05.001,A.09.01.001,F28.A07XD,8.91,1.00,http://allrecipes.com/recipe/25473/the-perfect-basic-burger,
A.19.05.001,A.01.04.007.001,To be further disaggregated (d),15.11,1.00,http://allrecipes.com/recipe/25473/the-perfect-basic-burger,
A.19.05.001,A.06.02.001,F28.A07XD,68.58,0.16,http://allrecipes.com/recipe/25473/the-perfect-basic-burger,
A.19.05.001,A.06.01.001,F28.A07XD,68.58,0.84,http://allrecipes.com/recipe/25473/the-perfect-basic-burger,
A.19.05.002,A.16.04.001,F28.A07XD,0.10,1.00,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,
A.19.05.002,A.16.01.005,F28.A07XD,0.30,1.00,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,
A.19.05.002,A.02.02.001,F28.A0BA1,0.70,1.00,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,
A.19.05.002,A.01.04.007.001,To be further disaggregated (d),5.70,1.00,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,
A.19.05.002,A.09.01.001,F28.A07XD,6.70,1.00,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,
A.19.05.002,A.08.08.065,To be further disaggregated (d),7.50,1.00,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,
A.19.05.002,A.15.01,F28.A07XD,22.20,1.00,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,
A.19.05.002,A.06.01.003,F28.A07GM,56.80,0.43,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,
A.19.05.002,A.06.01.001,F28.A07GM,56.80,0.57,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,
A.19.05.003,A.16.02.008,F28.A07KG$F28.A07LA,0.05,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,I.16.01.012,F28.A07KG$F28.A07LA,0.05,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.16.02.028,F28.A07KG$F28.A07LA,0.10,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.16.04.001,F28.A07XD,0.10,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.02.02.001,F28.A0BA1,0.20,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.11.01.001,To be further disaggregated (d),1.30,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.02.03.002,F28.A07GM,1.50,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.02.02.002,F28.A07GR,8.70,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.15.01,F28.A07XD,20.60,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.03.01.002,F28.A07GM,27.80,1.00,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.06.01.001,F28.A07GR,39.60,0.41,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.003,A.06.01.003,F28.A07GR,39.60,0.59,https://www.allrecipes.com/recipe/25369/authentic-hungarian-goulash/,
A.19.05.004,A.16.01.005,F28.A07KG$F28.A07LA,0.03,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.16.01.007,F28.A07KG$F28.A07LA,0.05,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.16.02.028,F28.A07KG$F28.A07LA,0.05,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.01.03.004.003,To be further disaggregated (d),0.24,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.11.04,To be further disaggregated (p),1.95,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.16.04.008,To be further disaggregated (d),2.65,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.02.02.002,F28.A07GR,4.74,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.02.07.003,F28.A07GM,5.70,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.02.01.003,F28.A07GM,19.00,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.03.01.002,F28.A07GM,22.70,1.00,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.06.01.001,F28.A07GM,42.89,0.41,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.05.004,A.06.02.001,F28.A07GM,42.89,0.59,https://www.allrecipes.com/recipe/25678/beef-stew-vi/?src=VD_Summary,
A.19.06.002,A.08.08.129,To be further disaggregated (d),0.60,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,I.02.14.014,To be further disaggregated (d),0.60,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,I.08.08.192,To be further disaggregated (d),0.60,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,I.16.01.025,To be further disaggregated (d),0.60,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.11.01.001,To be further disaggregated (d),1.00,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.08.08.065,To be further disaggregated (d),1.50,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.14.03.001,To be further disaggregated (d),3.00,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.02.15.001,F28.A07GR,3.20,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.07.05.010,F28.A07GG,3.60,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.07.04.005,F28.A07GG,4.00,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.02.02.002,F28.A07GR,4.30,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,I.19.06.004.002,To be further disaggregated (d),5.00,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.07.05.007,F28.A07GG,5.60,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.08.05.004,To be further disaggregated (p),6.80,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,A.15.01,F28.A07XD,16.70,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.06.002,I.01.02.009.008,To be further disaggregated (d),42.90,1.00,http://www.gnpd.com/sinatra/recordpage/3248623/,
A.19.07.001,A.16.04.001,F28.A07XD,0.92,1.00,http://www.gnpd.com/sinatra/recordpage/4958199/,
A.19.07.001,A.02.02.001,F28.A0BA1,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/4958199/,
A.19.07.001,A.11.04.013,To be further disaggregated (d),3.00,1.00,http://www.gnpd.com/sinatra/recordpage/4958199/,
A.19.07.001,A.11.04.017,To be further disaggregated (d),3.00,1.00,http://www.gnpd.com/sinatra/recordpage/4958199/,
A.19.07.001,A.02.03.008,F28.A07GZ,20.00,1.00,http://www.gnpd.com/sinatra/recordpage/4958199/,
A.19.07.001,A.02.03.002,F28.A07GZ,35.54,1.00,http://www.gnpd.com/sinatra/recordpage/4958199/,
A.19.07.001,A.02.06.002,F28.A07GR,35.54,1.00,http://www.gnpd.com/sinatra/recordpage/4958199/,
A.19.07.006,A.02.02.001,F28.A0BA1,0.21,1.00,https://www.allrecipes.com/recipe/220991/,
A.19.07.006,A.16.04.001,F28.A07XD,0.70,1.00,https://www.allrecipes.com/recipe/220991/,
A.19.07.006,A.16.02.012,To be further disaggregated (d),0.73,1.00,https://www.allrecipes.com/recipe/220991/,
A.19.07.006,A.01.03.001.003,To be further disaggregated (d),2.10,1.00,https://www.allrecipes.com/recipe/220991/,
A.19.07.006,A.11.01.001,To be further disaggregated (d),4.20,1.00,https://www.allrecipes.com/recipe/220991/,
A.19.07.006,A.08.08.049,To be further disaggregated (d),7.00,1.00,https://www.allrecipes.com/recipe/220991/,
A.19.07.006,A.02.07.001,F28.A0BA1,23.74,1.00,https://www.allrecipes.com/recipe/220991/,
A.19.07.006,A.09.01.001,F28.A07GR,28.50,1.00,https://www.allrecipes.com/recipe/220991/,
A.19.07.006,A.08.01.001.002,F28.A07XD,32.82,1.00,https://www.allrecipes.com/recipe/220991/,
A.19.07.007,A.02.03.001,F28.A07GM,9.33,1.00,http://www.gnpd.com/sinatra/recordpage/3612455/,
A.19.07.007,A.02.03.002,F28.A07GM,9.33,1.00,http://www.gnpd.com/sinatra/recordpage/3612455/,
A.19.07.007,A.02.03.008,F28.A07GM,9.33,1.00,http://www.gnpd.com/sinatra/recordpage/3612455/,
A.19.07.007,A.02.02.002,F28.A07GR,15.00,1.00,http://www.gnpd.com/sinatra/recordpage/3612455/,
A.19.07.007,A.02.03.004,F28.A07GM,15.00,1.00,http://www.gnpd.com/sinatra/recordpage/3612455/,
A.19.07.007,I.16.08.010.009,To be further disaggregated (d),42.00,1.00,http://www.gnpd.com/sinatra/recordpage/3612455/,
A.19.08.001,A.16.02.028,F28.A07KG$F28.A07LA,0.24,1.00,http://allrecipes.co.uk/recipe/4054/the-classic-british-omelette.aspx,
A.19.08.001,A.16.04.001,F28.A07XD,0.24,1.00,http://allrecipes.co.uk/recipe/4054/the-classic-british-omelette.aspx,
A.19.08.001,A.11.01.001,To be further disaggregated (d),3.42,1.00,http://allrecipes.co.uk/recipe/4054/the-classic-british-omelette.aspx,
A.19.08.001,A.09.01.001,F28.A07GR,96.10,1.00,http://allrecipes.co.uk/recipe/4054/the-classic-british-omelette.aspx,
A.19.08.002,A.16.02.028,F28.A07KG$F28.A07LA,0.15,1.00,,
A.19.08.002,A.16.04.001,F28.A07XD,0.15,1.00,,
A.19.08.002,A.11.01.001,To be further disaggregated (d),4.60,1.00,,
A.19.08.002,A.06.08.007,To be further disaggregated (d),30.70,1.00,,
A.19.08.002,A.09.01.001,F28.A07GR,64.40,1.00,,
A.19.08.003,A.16.02.028,F28.A07KG$F28.A07LA,0.25,1.00,https://www.allrecipes.com/recipe/262696/cheese-omelette/,
A.19.08.003,A.16.04.001,F28.A07XD,0.25,1.00,https://www.allrecipes.com/recipe/262696/cheese-omelette/,
A.19.08.003,A.08.08.084,To be further disaggregated (d),7.10,1.00,https://www.allrecipes.com/recipe/262696/cheese-omelette/,
A.19.08.003,A.11.01.001,To be further disaggregated (d),7.10,1.00,https://www.allrecipes.com/recipe/262696/cheese-omelette/,
A.19.08.003,A.09.01.001,F28.A07GR,85.30,1.00,https://www.allrecipes.com/recipe/262696/cheese-omelette/,
A.19.08.004,A.16.02.028,F28.A07KG$F28.A07LA,0.15,1.00,,
A.19.08.004,A.16.04.001,F28.A07XD,0.15,1.00,,
A.19.08.004,A.11.01.001,To be further disaggregated (d),4.60,1.00,,
A.19.08.004,A.03.01.002,F28.A07GR,30.70,1.00,,
A.19.08.004,A.09.01.001,F28.A07GR,64.40,1.00,,
A.19.08.005,A.16.02.028,F28.A07KG$F28.A07LA,0.15,1.00,http://allrecipes.co.uk/recipe/4054/the-classic-british-omelette.aspx,
A.19.08.005,A.16.04.001,F28.A07XD,0.15,1.00,http://allrecipes.co.uk/recipe/4054/the-classic-british-omelette.aspx,
A.19.08.005,A.11.01.001,To be further disaggregated (d),4.60,1.00,http://allrecipes.co.uk/recipe/4054/the-classic-british-omelette.aspx,
A.19.08.005,A.02.15.001,To be further disaggregated (d),30.70,1.00,http://allrecipes.co.uk/recipe/4054/the-classic-british-omelette.aspx,
A.19.08.005,A.09.01.001,F28.A07GR,64.40,1.00,http://allrecipes.co.uk/recipe/4054/the-classic-british-omelette.aspx,
A.19.08.006,A.11.04.007,To be further disaggregated (d),8.16,1.00,https://ndb.nal.usda.gov/ndb/foods/show/01128?fgcd=&manu=&format=&count=&max=25&offset=&sort=default&order=asc&qlookup=FRIED+EGG&ds=SR&qt=&qp=&qa=&qn=&q=&ing=,"https://ndb.nal.usda.gov/ndb/foods/show/299391?manu=&fgcd=&ds=SR&q=Egg,%20whole,%20raw,%20fresh"
A.19.08.006,A.09.01.001,F28.A07GR,91.84,1.00,https://ndb.nal.usda.gov/ndb/foods/show/01128?fgcd=&manu=&format=&count=&max=25&offset=&sort=default&order=asc&qlookup=FRIED+EGG&ds=SR&qt=&qp=&qa=&qn=&q=&ing=,"https://ndb.nal.usda.gov/ndb/foods/show/299391?manu=&fgcd=&ds=SR&q=Egg,%20whole,%20raw,%20fresh"
A.19.08.007,A.09.01.001,F28.A07GG,100.00,1.00,,
A.19.09,A.02.15.001,F28.A07GM,50.00,1.00,,
A.19.09,I.16.08.001.004,To be further disaggregated (d),50.00,1.00,,
A.19.10.001,A.10.01.001,To be further disaggregated (d),0.20,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.001,A.01.03.001.003,To be further disaggregated (d),0.90,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.001,A.16.01.009,F28.A07XD,1.20,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.001,A.02.05.010,F28.A07GG,1.80,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.001,A.16.01.005,F28.A07XD,1.80,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.001,A.16.04.008,To be further disaggregated (d),1.80,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.001,A.11.04,To be further disaggregated (p),4.20,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.001,A.02.02.004,F28.A07GG,5.90,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.001,A.08.05.001.004,To be further disaggregated (d),14.00,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.001,A.15.01,F28.A07XD,68.20,1.00,http://allrecipes.com/recipe/cream-of-herb-soup/detail.aspx,
A.19.10.002,A.01.03.006.001,To be further disaggregated (d),0.09,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.03.02.003,To be further disaggregated (d),0.09,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.10.01.001,To be further disaggregated (d),0.09,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.16.04.001,F28.A07XD,0.09,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.02.01.003,F28.A07GG,0.18,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.02.02.002,F28.A07GG,0.18,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.02.07.006,F28.A0BA1,0.18,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.16.01.005,F28.A07KG$F28.A07LA,0.18,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.11.04.010,To be further disaggregated (d),0.34,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,I.01.02.009.008,To be further disaggregated (d),5.99,0.12,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.01.02.002.001,F28.A07GG,5.99,0.14,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.01.07.001.028,To be further disaggregated (d),5.99,0.16,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,A.01.03.001.013,To be further disaggregated (d),5.99,0.58,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.002,I.19.10.011,To be further disaggregated (d),92.59,1.00,http://www.gnpd.com/sinatra/recordpage/1238628/,
A.19.10.004,A.10.01.001,To be further disaggregated (d),1.83,1.00,http://www.gnpd.com/sinatra/recordpage/96676/,
A.19.10.004,A.11.04,To be further disaggregated (p),1.83,1.00,http://www.gnpd.com/sinatra/recordpage/96676/,
A.19.10.004,A.16.04.001,F28.A07XD,1.83,1.00,http://www.gnpd.com/sinatra/recordpage/96676/,
A.19.10.004,A.02.01.003,F28.A07GG,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/96676/,
A.19.10.004,A.06.01.001,F28.A07GG,9.50,0.31,http://www.gnpd.com/sinatra/recordpage/96676/,
A.19.10.004,A.06.02.001,F28.A07GG,9.50,0.69,http://www.gnpd.com/sinatra/recordpage/96676/,
A.19.10.004,I.19.10.012,To be further disaggregated (d),83.00,1.00,http://www.gnpd.com/sinatra/recordpage/96676/,
A.19.10.005,A.07.05.007,F28.A07GG,4.06,1.00,http://www.gnpd.com/sinatra/recordpage/5682507/,
A.19.10.005,A.07.04.005,F28.A07GG,6.96,1.00,http://www.gnpd.com/sinatra/recordpage/5682507/,
A.19.10.005,I.07.01.017.001,F28.A07GG,12.18,1.00,http://www.gnpd.com/sinatra/recordpage/5682507/,
A.19.10.005,A.07.01.001,F28.A07GG,12.76,1.00,http://www.gnpd.com/sinatra/recordpage/5682507/,
A.19.10.005,I.07.01.006.001,F28.A07GG,22.04,1.00,http://www.gnpd.com/sinatra/recordpage/5682507/,
A.19.10.005,I.16.08.007.003,To be further disaggregated (d),42.00,1.00,http://www.gnpd.com/sinatra/recordpage/5682507/,
A.19.10.006,A.16.04.001,F28.A07XD,0.10,1.00,http://allrecipes.com/Recipe/bean-soup/detail.aspx,
A.19.10.006,A.02.02.002,F28.A07GG,1.60,1.00,http://allrecipes.com/Recipe/bean-soup/detail.aspx,
A.19.10.006,A.02.01.003,F28.A07GG,2.40,1.00,http://allrecipes.com/Recipe/bean-soup/detail.aspx,
A.19.10.006,A.02.07.003,F28.A07GG,2.40,1.00,http://allrecipes.com/Recipe/bean-soup/detail.aspx,
A.19.10.006,I.06.08.016,To be further disaggregated (d),9.00,1.00,http://allrecipes.com/Recipe/bean-soup/detail.aspx,
A.19.10.006,A.15.01,F28.A07XD,39.70,1.00,http://allrecipes.com/Recipe/bean-soup/detail.aspx,
A.19.10.006,I.04.02.022,To be further disaggregated (d),44.80,0.12,http://allrecipes.com/Recipe/bean-soup/detail.aspx,
A.19.10.006,I.04.02.024,To be further disaggregated (d),44.80,0.42,http://allrecipes.com/Recipe/bean-soup/detail.aspx,
A.19.10.006,I.04.02.023,To be further disaggregated (d),44.80,0.46,http://allrecipes.com/Recipe/bean-soup/detail.aspx,
A.19.10.007,A.16.04.001,F28.A07XD,1.00,1.00,http://www.gnpd.com/sinatra/recordpage/2210971/,
A.19.10.007,A.14.02.001,To be further disaggregated (d),2.00,1.00,http://www.gnpd.com/sinatra/recordpage/2210971/,
A.19.10.007,A.11.01.001,To be further disaggregated (d),10.00,1.00,http://www.gnpd.com/sinatra/recordpage/2210971/,
A.19.10.007,A.08.05.001.004,To be further disaggregated (d),14.00,1.00,http://www.gnpd.com/sinatra/recordpage/2210971/,
A.19.10.007,I.08.08.191,To be further disaggregated (d),19.00,1.00,http://www.gnpd.com/sinatra/recordpage/2210971/,
A.19.10.007,A.15.01,F28.A07XD,54.00,1.00,http://www.gnpd.com/sinatra/recordpage/2210971/,
A.19.10.008,A.16.02.027,F28.A07KG$F28.A07LA,0.50,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.10.008,A.16.02.028,F28.A07KG$F28.A07LA,0.50,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.10.008,A.16.04.001,F28.A07XD,0.50,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.10.008,I.16.02.033,To be further disaggregated (d),0.50,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.10.008,A.01.03.004.003,To be further disaggregated (d),1.00,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.10.008,A.01.03.006.001,To be further disaggregated (d),1.00,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.10.008,A.02.02.002,F28.A07GG,1.40,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.10.008,A.02.03.008,F28.A07GG,10.20,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.10.008,A.02.15.001,F28.A07GG,23.40,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.10.008,A.15.01,F28.A07XD,61.00,1.00,http://www.gnpd.com/sinatra/recordpage/2300290/,
A.19.11.001,A.11.04,To be further disaggregated (p),3.90,1.00,http://allrecipes.com/Recipe/Easy-Arugula-Salad/Detail.aspx?evt19=1,
A.19.11.001,A.16.05.004,To be further disaggregated (d),7.80,1.00,http://allrecipes.com/Recipe/Easy-Arugula-Salad/Detail.aspx?evt19=1,
A.19.11.001,A.02.04.004,F28.A07XD,19.60,0.22,http://allrecipes.com/Recipe/Easy-Arugula-Salad/Detail.aspx?evt19=1,
A.19.11.001,A.02.05,To be further disaggregated (p),19.60,0.78,http://allrecipes.com/Recipe/Easy-Arugula-Salad/Detail.aspx?evt19=1,
A.19.11.001,A.02.03.001,F28.A07XD,34.35,1.00,http://allrecipes.com/Recipe/Easy-Arugula-Salad/Detail.aspx?evt19=1,
