Long Code,Name,Short Code,,,,,,,
"A.16.01.005","Parsley, herb (Petroselinum crispum)","A00YE",,,,"Parsley","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.01.006","Sage, herb (Salvia officinalis)","A00YH",,,,"Sage","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.01.007","Rosemary, herb (Rosmarinus officinalis)","A00YF",,,,"Rosemary","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.01.008","Thyme, herb (Thymus spp.)","A00YQ",,,,"Thyme","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.01.009","Basil, herb (Ocimum basilicum)","A00VV",,,,"Basil","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.01.010","Bay leaves (laurel) (Laurus nobilis)","A00VX",,,,"Bay leaves","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.01.011","Tarragon, herb (Artemisia dracunculus)","A00YP",,,,"Tarragon","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02","Spices","A016S",,,,"Spices","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.001","Paprika powder","A019L",,,,"Paprika powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.002","Chilli powder","A019L",,,,"Paprika powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.003","Ajowan (Carum ajowan)","A018L",,,,"Ajowan","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.004","Allspice (Pimenta dioica)","A018R",,,,"Allspice","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.005","Anise pepper (Japan pepper) (Zanthooxylum piperitum)","A018S",,,,"Sichuan or anise pepper","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.006","Anise seed (Pimpinella anisum)","A017Y",,,,"Anise seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.007","Annatto (Bixa orellana)","A018M",,,,"Annatto seeds","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.008","Black caraway seed (Nigella sativa)","A017Z",,,,"Black caraway","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.009","Capers (Capparis spinosa)","A01AM",,,,"Caper buds","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.010","Caraway (Carum carvi)","A018T",,,,"Caraway","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.011","Cardamom (Elettaria cardamomum)","A018V",,,,"Cardamom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.012","Cayenne pepper (Capsicum frutescens)","A019K",,,,"Chili pepper, dried","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.013","Celery seed (Apium graveolens)","A018A",,,,"Celery seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.014","Cinnamon (Cinnamonum verum syn. C. zeylanicum)","A019V",,,,"Cinnamon bark","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.015","Cloves (Syzygium aromaticum)","A01AL",,,,"Cloves buds","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.016","Coriander seed (Coriandrum sativum)","A018D",,,,"Coriander seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.017","Cumin seed (Cuminum cyminum)","A018E",,,,"Cumin seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.018","Dill seed (Anethum graveolens)","A018F",,,,"Dill seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.019","Fennel seed (Foeniculum vulgare)","A018G",,,,"Fennel seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.020","Fenugreek (Trigonella foenumgraecum)","A018H",,,,"Fenugreek seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.021","Galangal (Alpinia spp.)","A01AJ",,,,"Galangal, rhizomes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.022","Ginger (Zingiber officinale)","A01AB",,,,"Ginger root","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.023","Horseradish, powder (Armoracia rusticana)","A00QL",,,,"Horseradish, dry","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.024","Juniper berries (Juniperus communis)","A018X",,,,"Juniper, berry","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.025","Mace (Myristica fragrans)","A01AV",,,,"Mace","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.026","Nigella (Nigella sativa)","A017Z",,,,"Black caraway","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.027","Nutmeg (Myristica fragans)","A018J",,,,"Nutmeg","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.028","Pepper, black and white (Piper nigrum)","A018Z",,,,"Black pepper","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.029","Saffron (Crocus sativus)","A01AR",,,,"Saffron","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.030","Tamarind (Tamarindus indica)","A019J",,,,"Tamarind","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.02.031","Turmeric (Curcuma) (Curcuma domestica syn. C. longa)","A01AC",,,,"Turmeric root","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.03","Herb and spice mixtures","A042Z",,,,"Mixed herbs and spices","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.03.001","Mixed herbs","A042Z_R",,,,"Mixed herbs and spices","Included in another FoodEx code",,
"A.16.03.002","Curry powder","A043A",,,,"Curry powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.03.003","Mixed spices","A042Z",,,,"Mixed herbs and spices","Included in another FoodEx code",,
"A.16.03.004","Bouquet garni","A043B",,,,"Bouquet garni","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.03.005","Garam masala","A043C",,,,"Garam masala","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.03.006","Pickling spice","A043D",,,,"Pickling spice","Exact matching of codes between FoodEx1 and FoodEx2",,
"-","Seasoning and extracts","A04QL",,,,"Seasonings and extracts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.001","Salt","A042P",,,,"Salt","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.002","Salt, low sodium","A042Q",,,,"Salt, low sodium","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.003","Salt, iodised","A042R",,,,"Salt, iodised","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.004","Salt, fluoridated","A042S",,,,"Salt, fluoridated","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.005","Salt, iodised and fluoridated","A042T",,,,"Salt, iodised and fluoridated","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.006","Salt, flavoured","A042V",,,,"Salt, flavoured","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.007","Sea salt","A042X",,,,"Sea salt","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.008","Stock cubes (bouillon cube)","A043F",,,,"Stock cubes (bouillon cube)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.009","Gravy thickener","A043R",,,,"Gravy thickener","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.010","Gravy browning","A043S",,,,"Gravy browning","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.011","Gravy instant granules","A043T",,,,"Gravy instant granules","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.012","Vegetable extracts","A043L",,,,"Vegetable extracts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.013","Meat extract","A043M",,,,"Meat extract","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.014","Malt extract","A043N",,,,"Malt extract","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.015","Yeast extract","A043P",,,,"Yeast extract","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.04.016","Monosodium glutamate","A048A",,,,"Flavour enhancer","Included in another FoodEx code",,
"A.16.05","Condiment","A044F",,,,"Table-top condiments","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.001","Mustard, sweet","A044H",,,,"Mustard, sweet","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.002","Mustard, mild","A044J",,,,"Mustard, mild","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.003","Mustard, hot","A044K",,,,"Mustard, hot","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.004","Vinegar, wine","A044M",,,,"Vinegar, wine","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.005","Vinegar, apple","A044N",,,,"Vinegar, apple","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.006","Tomato ketchup","A044P",,,,"Tomato ketchup","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.007","Barbecue sauce","A045B",,,,"Barbecue sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.008","Tabasco sauce","A044Q",,,,"Tabasco sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.009","Horseradish sauce","A045G",,,,"Horseradish sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.010","Mint sauce","A045H",,,,"Mint sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.011","Soy sauce","A044R",,,,"Soy sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.012","Curry sauce","A045D",,,,"Curry sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.013","Salsa","A045M",,,,"Salsa","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.014","Tartar sauce","A045N",,,,"Tartar sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.05.015","Mixed condiment","A045J",,,,"Mixed and other not listed condiments","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.06","Dressing","A045K","A044K",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.06.001","Salad dressing, > 50% oil","A045K",,,,"Salad dressing","Included in another FoodEx code",,
"A.16.06.002","Salad dressing, 25 - 50% oil","A045K",,,,"Salad dressing","Included in another FoodEx code",,
"A.16.06.003","Salad dressing, < 25% oil","A045L",,,,"Salad dressing, low fat","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.06.004","Mayonnaise, > 50% oil","A044X",,,,"Mayonnaise","Included in another FoodEx code",,
"A.16.06.005","Mayonnaise, 25 - 50% oil","A044X",,,,"Mayonnaise","Included in another FoodEx code",,
"A.16.06.006","Mayonnaise, < 25% oil","A044Y",,,,"Mayonnaise, low fat","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07","Chutney and pickles","A045P",,,,"Chutneys and pickles","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.001","Tomato chutney","A045R",,,,"Tomato chutney","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.002","Apple chutney","A045S",,,,"Apple chutney","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.003","Cucumber chutney","A045T",,,,"Cucumber chutney","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.004","Mango chutney","A045V",,,,"Mango chutney","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.005","Mixed chutney","A045X",,,,"Mixed chutney","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.006","Piccalilli","A045Z",,,,"Piccalilly pickle","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.007","Chilli pickle","A046A",,,,"Chilli pickle","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.008","Lime pickle","A046B",,,,"Lime pickle","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.009","Mango pickle","A046C",,,,"Mango pickle","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.010","Mixed pickle","A046D",,,,"Mixed pickle","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.07.011","Relish","A046E",,,,"Relish","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08","Savoury sauces","A043V",,,,"Savoury sauces","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08.001","White sauce (Bechamel sauce, Cheese sauce)","A043X","A043Y",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08.002","Brown sauce (Gravy, Lyonnais sauce)","A043Z",,,,"Continental european brown sauce, gravy","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08.003","Cream sauce","A044A",,,,"Cream sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08.004","Butter sauce","A044B",,,,"Butter sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08.005","Emulsion sauce (Hollandaise sauce)","A045F",,,,"Hollandaise type sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08.006","Oil-based sauce (Pesto, Aioli sauce)","A044V","A045A",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08.007","Alcoholic sauce","A046K",,,,"Alcoholic sweet sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08.008","Meat sauce","A043Z",,,,"Continental european brown sauce, gravy","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.08.009","Fish sauce",,,,,,"code to be added in FoodEx2",,
"A.16.08.010","Vegetable sauce","A044E",,,,"Vegetable-based cooked sauce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.09","Flavourings or essences","A047A",,,,"Food flavours","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.09.001","Almond essence","A047D",,,,"Almond essence","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.09.002","Vanilla essence","A047E",,,,"Vanilla essence","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.09.003","Vanilla pods (Vanilla fragrans syn. Vanilla planifolia)","A047F",,,,"Vanilla pods","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.09.004","Orange essence","A047G",,,,"Orange essence","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.09.005","Lemon essence","A047H",,,,"Lemon essence","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.09.006","Rum essence","A047J",,,,"Rum essence","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.09.007","Carob flavouring","A047K",,,,"Carob flavouring","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.09.008","Liquorice (Glycyrrhiza glabra)","A047L",,,,"Liquorice extract","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.10","Baking ingredients","A048Q",,,,"Preparations for raising and flavouring home-maide bakery","Included in another FoodEx code",,
"A.16.10.001","Yeast","A049A",,,,"Baking yeast","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.16.10.002","Sodium bicarbonate","A048Q",,,,"Preparations for raising and flavouring home-maide bakery","Included in another FoodEx code",,
"A.16.10.003","Baking powder","A048Q",,,,"Preparations for raising and flavouring home-maide bakery","Included in another FoodEx code",,
"A.16.10.004","Powdered baking ammonia","A048Q",,,,"Preparations for raising and flavouring home-maide bakery","Included in another FoodEx code",,
"A.16.10.005","Sourdough starter","A048Z",,,,"Yeast cultures","Included in another FoodEx code",,
"A.16.10.006","Pectin","A048R",,,,"Preparations for gelling home-made marmalades/ jams","Included in another FoodEx code",,
"A.16.10.007","Gum","A048R",,,,"Preparations for gelling home-made marmalades/ jams","Included in another FoodEx code",,
"A.16.10.008","Gelatine","A047Y",,,,"Gelling agent","Included in another FoodEx code",,
"A.16.10.009","Cream of tartar","A048Q",,,,"Preparations for raising and flavouring home-maide bakery","Included in another FoodEx code",,
"A.16.10.010","Glaze","A048G",,,,"Glazing agent","Included in another FoodEx code",,
"A.17","Food for infants and small children","A03PX",,,,"Food for infants and young children","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.01","Infant formulae, powder","A03PZ",,,,"Infant formulae, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.01.001","Infant formula, milk-based, powder","A03QA",,,,"Infant formula, milk-based, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.01.002","Infant formula, hypoallergenic, powder","A03QD",,,,"Infant formula, based on protein hydrolysates, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.01.003","Infant formula, soya-based, powder","A03QB",,,,"Infant formula, soya-based, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.01.004","Infant formula, milk and soya-based, powder","A03QC",,,,"Infant formula, milk and soya-based, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.01.005","Infant formula, based on protein hydrolysates, powder","A03QD",,,,"Infant formula, based on protein hydrolysates, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.03","Follow-on formulae, powder","A03QK",,,,"Follow-on formulae, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.03.001","Follow-on formula, milk-based, powder","A03QL",,,,"Follow-on formula, milk-based, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.03.002","Follow-on formula, hypoallergenic, powder","A03QP",,,,"Follow-on formula, based on protein hydrolysates, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.03.003","Follow-on formula, soya-based, powder","A03QM",,,,"Follow-on formula, soya-based, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.03.004","Follow-on formula, milk and soya-based, powder","A03QN",,,,"Follow-on formula, milk and soya-based, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.03.005","Follow-on formula, based on protein hydrolysates, powder","A03QP",,,,"Follow-on formula, based on protein hydrolysates, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.05","Cereal-based food for infants and young children","A03QX",,,,"Processed cereal-based food for infants and young children","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.05.001","Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids","A03QY",,,,"Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.05.002","Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid","A03QZ",,,,"Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.05.003","Biscuits, rusks and cookies for children","A03RA",,,,"Biscuits, rusks and cookies for children","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.05.004","Pasta for children","A03RB",,,,"Pasta for children (dry, to be cooked)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.06","Ready-to-eat meal for infants and young children","A03RC",,,,"Ready-to-eat meal for infants and young children","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.06.001","Ready-to-eat meal for children, vegetable-based","A03RD",,,,"Ready-to-eat vegetable-based meal for children","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.06.002","Ready-to-eat meal for children, cereal-based","A03RE",,,,"Ready-to-eat cereal-based meal for children","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.06.003","Ready-to-eat meal for children, meat/fish-based","A03RF","A03RG",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.06.004","Ready-to-eat meal for children, meat and vegetables","A03RK",,,,"Ready-to-eat mixed meal for children","Included in another FoodEx code",,
"A.17.06.005","Fruit purée for children","A03RJ",,,,"Ready-to-eat fruit-based meal for children","Included in another FoodEx code",,
"A.17.07","Yoghurt, cheese and milk-based dessert for infants and young children","A03RH",,,,"Ready-to-eat dairy-based meal for children","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.07.001","Yoghurt for infants and young children","A03RH",,,,"Ready-to-eat dairy-based meal for children","Included in another FoodEx code",,
"A.17.07.002","Cheese preparations for infants and young children","A03RH",,,,"Ready-to-eat dairy-based meal for children","Included in another FoodEx code",,
"A.17.07.003","Dessert and puddings for infants and young children","A03RH",,,,"Ready-to-eat dairy-based meal for children","Included in another FoodEx code",,
"A.17.08","Fruit juice and herbal tea for infants and young children","A03RM","A03RN",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.08.001","Fruit juice for infants and young children","A03RN",,,,"Fruit and vegetable juices and nectars specific for infants and young children","Included in another FoodEx code",,
"A.17.08.002","Fruit nectar for infants and young children","A03RN",,,,"Fruit and vegetable juices and nectars specific for infants and young children","Included in another FoodEx code",,
"A.17.08.003","Tee for infants and young children","A03RM",,,,"Teas and infusions specific for infants and young children","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.17.08.004","Tee and juice mixture for infants and young children","A03RM",,,,"Teas and infusions specific for infants and young children","Included in another FoodEx code",,
"A.18","Products for special nutritional use","A03RQ",,,,"Products for non-standard diets, food imitates and food supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.01","Food for weight reduction","A03RS",,,,"Food for weight reduction","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.01.001","Products presented as a replacement for the whole of the daily diet","A03RT",,,,"Total daily diet replacement for weight reduction","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.01.002","Products presented as a replacement for one or more meals of the daily diet","A03RV",,,,"Single meal replacement for weight reduction","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02","Dietary supplements","A03SJ",,,,"Food supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.001","Vitamin supplements","A03SL",,,,"Vitamin only supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.002","Mineral supplements","A03SM",,,,"Mineral only supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.003","Combination of vitamins and minerals supplements","A03SN",,,,"Combination of vitamin and mineral only supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.004","Supplements containing special fatty acids (e.g. omega-3, essential fatty acids)","A03SX",,,,"Supplements or fortifying agents containing special fatty acids (e.g. Omega-3, essential fatty acids)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.005","Protein and amino acids supplements","A03SY",,,,"Protein and amino acids supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.006","Fiber supplements","A03SR",,,,"Fiber supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.007","Plant extract formula","A03SS",,,,"Herbal formulations and plant extracts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.008","Coenzyme Q10 supplement","A03SZ",,,,"Coenzyme q10 supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.009","Enzyme-based supplement","A03TA",,,,"Enzyme-based supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.010","Yeast based supplement","A03TB",,,,"Yeast based supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.011","Algae formula (e.g. Spirulina, Chlorella)","A03ST",,,,"Algae based supplements or fortifying agents (e.g. Spirulina, chlorella)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.02.012","Pollen-based supplement","A03SQ",,,,"Bee-produced supplements or fortifying agents","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.03","Food for sports people (labelled as such)","A03RX",,,,"Food for sporting people","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.03.001","Carbohydrate-rich energy food products for sports people","A03RY",,,,"Carbohydrate-rich energy food products for sports people","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.03.002","Carbohydrate-electrolyte solutions for sports people","A03RZ",,,,"Carbohydrate-electrolyte solutions for sports people","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.03.003","Protein and protein components for sports people","A03SA",,,,"Protein and protein components for sports people","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.03.004","Micronutrients supplement for sports people","A03SB",,,,"Micronutrients supplement for sports people","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.03.005","Carnitine-based supplement for sports people","A03SC",,,,"Carnitine-based supplement for sports people","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.04","Dietetic food for diabetics (labelled as such)","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.001","Fine bakery products for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.002","Breakfast cereals/muesli for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.003","Chocolate and chocolate products for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.004","Confectionary for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.005","Fruit-based beverages for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.006","Alcohol-free beverages for diabetics (excluding fruit-based beverages)","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.007","Desserts for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.008","Jam, marmalade and other fruit spreads for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.009","Milk products for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.010","Spreads for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.011","Ready-to-eat meal for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.04.012","Beer for diabetics","A03SD",,,,"Dietary foods for special medical purposes","Included in another FoodEx code",,
"A.18.05","Medical food (are specially formulated and intended for the dietary management of a disease that has distinctive nutritional needs that cannot be met by normal diet alone; intended to be used under medical supervision)","A03SD",,,,"Dietary foods for special medical purposes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.05.001","Nutritionally complete formulas","A03SE",,,,"Nutritionally complete formulae","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.05.002","Nutritionally incomplete formulas","A03SF",,,,"Nutritionally incomplete formulae","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.05.003","Formulas for metabolic disorders","A03SG",,,,"Formulas for metabolic disorders","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.18.05.004","Oral rehydration products","A03SH",,,,"Oral rehydration products","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.19","Composite food (including frozen products)","A03VA",,,,"Composite dishes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.19.01","Cereal-based dishes","A03YY","A040M",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.19.01.001","Sandwich and sandwich-like meal","A03YZ",,,,"Sandwich and sandwich-like dishes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.19.01.001.001","Sandwich, cheese filling","A03ZA",,,,"Sandwich with cheese topping/filling","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.19.01.001.002","Sandwich, meat filling","A03ZB",,,,"Sandwich with processed meat topping/filling","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.19.01.001.003","Sandwich, fish filling","A03ZC",,,,"Sandwich with fish topping/filling","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.19.01.001.004","Sandwich, vegetarian","A03ZD",,,,"Sandwich with vegetable topping/filling","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.19.01.001.005","Sandwich, cheese and vegetable filling","A03ZE",,,,"Sandwich with cheese and vegetable topping/filling","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.19.01.001.006","Sandwich, cheese, egg, and vegetable filling","A03ZF",,,,"Sandwich with cheese with egg with and vegetable topping/filling","Exact matching of codes between FoodEx1 and FoodEx2",,
