"Food code (level 2)","Food name (level 2)","Food code (level 3)","Food name (level 3)","Processing facet code","Processing name","Comment","Packaging code","Packaging name"
"A.10.03","Chocolate (Cocoa) products","A.10.03.013","Dietetic chocolate","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.03","Chocolate (Cocoa) products","A.10.03.007","Filled chocolate","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.03","Chocolate (Cocoa) products","A.10.03.008","Milk chocolate","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.03","Chocolate (Cocoa) products","A.10.03.010","Pralines","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.03","Chocolate (Cocoa) products","A.10.03.009","White chocolate","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.07","Chutney and pickles","A.16.07.002","Apple chutney","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.07","Chutney and pickles","A.16.07.007","Chilli pickle",,,"F28.A07KC - pickling included in the raw material already","P5",
"A.16.07","Chutney and pickles","A.16.07.003","Cucumber chutney","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.07","Chutney and pickles","A.16.07.008","Lime pickle",,,,"P5",
"A.16.07","Chutney and pickles","A.16.07.004","Mango chutney","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.07","Chutney and pickles","A.16.07.009","Mango pickle",,,,"P5",
"A.16.07","Chutney and pickles","A.16.07.005","Mixed chutney","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.07","Chutney and pickles","A.16.07.010","Mixed pickle",,,,"P5",
"A.16.07","Chutney and pickles","A.16.07.006","Piccalilli",,,,"P5",
"A.16.07","Chutney and pickles","A.16.07.011","Relish",,,,"P5",
"A.16.07","Chutney and pickles","A.16.07.001","Tomato chutney","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.05.01","Citrus fruits","A.05.01.001","Grapefruit (Citrus paradisi)",,,"No process - raw commodity","P3",
"A.05.01","Citrus fruits","A.05.01.003","Lemons (Citrus limon)",,,,"P3",
"A.05.01","Citrus fruits","A.05.01.004","Limes (Citrus aurantifolia)",,,,"P3",
"A.05.01","Citrus fruits","A.05.01.005","Mandarins (Citrus reticulata)",,,,"P3",
"A.05.01","Citrus fruits","A.05.01.002","Oranges (Citrus sinensis)",,,,"P3",
"A.05.01","Citrus fruits","A.05.01.006","Pomelo (Citrus grandis)",,,,"P3",
"A.02.11","Cocoa beans and cocoa products","A.02.11.001","Cocoa beans (fermented beans) (Theobroma cacao)",,,"Roasting of beans included",,
"A.02.11","Cocoa beans and cocoa products","A.02.11.003","Cocoa beverage-preparation, powder",,,,,
"A.02.11","Cocoa beans and cocoa products","A.02.11.004","Cocoa mass",,,,,
"A.02.11","Cocoa beans and cocoa products","A.02.11.002","Cocoa powder",,,,,
"A.13.05","Cocoa beverage","A.13.05.002","Cocoa drink","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.13.05","Cocoa beverage","A.13.05.001","Hot chocolate","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.13.03","Coffee (Beverage)","A.13.03.002","Coffee drink, café américano","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.13.03","Coffee (Beverage)","A.13.03.004","Coffee drink, café macchiato","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.13.03","Coffee (Beverage)","A.13.03.003","Coffee drink, cappuccino","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.13.03","Coffee (Beverage)","A.13.03.001","Coffee drink, espresso","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.13.03","Coffee (Beverage)","A.13.03.006","Coffee with milk (café latte, café au lait)","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.13.03","Coffee (Beverage)","A.13.03.005","Iced coffee","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.13.03","Coffee (Beverage)","A.13.03.007","Instant coffee, liquid","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.02.12","Coffee beans and coffee products (Solid)","A.02.12.001","Coffee beans",,,"Roasting of beans included","P3",
"A.02.12","Coffee beans and coffee products (Solid)","A.02.12.002","Coffee beans, roasted",,,,"P3",
"A.02.12","Coffee beans and coffee products (Solid)","A.02.12.004","Coffee beans, roasted and ground",,,,"P3",
"A.02.12","Coffee beans and coffee products (Solid)","A.02.12.005","Coffee beans, roasted and ground, decaffeinated",,,,"P3",
"A.02.12","Coffee beans and coffee products (Solid)","A.02.12.003","Coffee beans, roasted, decaffeinated",,,,"P3",
"A.02.12","Coffee beans and coffee products (Solid)","A.02.12.006","Instant coffee, powder",,,,"P3",
"A.02.12","Coffee beans and coffee products (Solid)","A.02.12.007","Instant coffee, powder, decaffeinated",,,,"P3",
"A.02.13","Coffee imitates (Solid)","A.02.13.005","Barley coffee","F28.A0BA1","Cooking and similar thermal preparation processes","Kanske ska vara en annan process här eftersom det inte kokar så länge?",,
"A.02.13","Coffee imitates (Solid)","A.02.13.002","Chicory coffee","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.02.13","Coffee imitates (Solid)","A.02.13.006","Fig coffee","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.02.13","Coffee imitates (Solid)","A.02.13.001","Malt coffee","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.02.13","Coffee imitates (Solid)","I.02.13.009","Malted barley","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.02.13","Coffee imitates (Solid)","A.02.13.008","Mixture of coffee imitates","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.02.13","Coffee imitates (Solid)","A.02.13.003","Rye coffee","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.02.13","Coffee imitates (Solid)","A.02.13.007","Sugar beet coffee","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.02.13","Coffee imitates (Solid)","A.02.13.004","Wheat coffee","F28.A0BA1","Cooking and similar thermal preparation processes",,,
"A.12.02","Concentrated fruit juice","I.12.02.016","Juice concentrate, Apple",,,"F28.A07LN - juicing and F28.A07KF concentration included already","P4",
"A.12.02","Concentrated fruit juice","A.12.02.009","Juice concentrate, Apricots",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.003","Juice concentrate, Blackberries",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.008","Juice concentrate, Blueberries",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.007","Juice concentrate, Cranberries",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.005","Juice concentrate, Currants (black)",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.004","Juice concentrate, Currants (red)",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.006","Juice concentrate, Gooseberries",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.015","Juice concentrate, Grapes",,,,"P4",
"A.12.02","Concentrated fruit juice","I.12.02.017","Juice concentrate, Lemon",,,,"P4",
"A.12.02","Concentrated fruit juice","I.12.02.020","Juice concentrate, Lime",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.014","Juice concentrate, Mandarins",,,,"P4",
"A.12.02","Concentrated fruit juice","I.12.02.022","Juice concentrate, Mango",,,,"P4",
"A.12.02","Concentrated fruit juice","I.12.02.024","Juice concentrate, Mixed fruit",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.013","Juice concentrate, Oranges",,,,"P4",
"A.12.02","Concentrated fruit juice","I.12.02.023","Juice concentrate, Papaya",,,,"P4",
"A.12.02","Concentrated fruit juice","I.12.02.021","Juice concentrate, Passion fruit",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.011","Juice concentrate, Peaches",,,,"P4",
"A.12.02","Concentrated fruit juice","I.12.02.018","Juice concentrate, Pear",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.010","Juice concentrate, Plums",,,,"P4",
"A.12.02","Concentrated fruit juice","I.12.02.019","Juice concentrate, Quince",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.002","Juice concentrate, Raspberries",,,,"P4",
"A.12.02","Concentrated fruit juice","I.12.02.015","Juice concentrate, Rosehip",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.001","Juice concentrate, Strawberries",,,,"P4",
"A.12.02","Concentrated fruit juice","A.12.02.012","Juice concentrate, Sweet cherry",,,,"P4",
"A.08.03","Concentrated milk","A.08.03.002","Condensed milk",,,"F28.A07KM - condensing milk included",,
"A.08.03","Concentrated milk","A.08.03.003","Dried milk",,,,,
"A.08.03","Concentrated milk","A.08.03.001","Evaporated milk (milk evaporated down to less than a half of its original volume. It is unsweetened.)",,,,,
"A.16.05","Condiment","A.16.05.007","Barbecue sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.012","Curry sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.009","Horseradish sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.010","Mint sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.015","Mixed condiment","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.003","Mustard, hot","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.002","Mustard, mild","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.001","Mustard, sweet","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.013","Salsa","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.011","Soy sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.008","Tabasco sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.014","Tartar sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.006","Tomato ketchup","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.05","Condiment","A.16.05.005","Vinegar, apple",,,"Look into this!","P5",
"A.16.05","Condiment","A.16.05.004","Vinegar, wine",,,"Look into this!","P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.002","Candies, sugar free",,,"F28.A0C0R processing approximated with cooking included already","P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.001","Candies, with sugar",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.004","Caramel, hard",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.005","Caramel, soft",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.016","Chewing gum with added sugar",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.017","Chewing gum without added sugar",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.008","Dragée, sugar coated",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.010","Foamed sugar products (marshmallows)",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.007","Fudge",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.012","Gum drops",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.015","Halva",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.013","Jelly candies",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.011","Liquorice candies",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","I.10.04.018","Loukoumi",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.003","Marzipan",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.014","Nougat",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","I.10.04.019","Sugar coated nuts",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.009","Sugar cotton",,,,"P5",
"A.10.04","Confectionery (non-chocolate)","A.10.04.006","Toffee",,,,"P5",
"A.08.05","Cream and cream products","A.08.05.002","Coffee cream",,,"F28.A0EKQ - separation included already","P6",
"A.08.05","Cream and cream products","A.08.05.001","Cream",,,,"P6",
"A.08.05","Cream and cream products","A.08.05.004","Crème fraîche",,,,"P6",
"A.08.05","Cream and cream products","A.08.05.003","Sour cream",,,,"P6",
"A.07.04","Crustaceans","A.07.04.001","Crab (Cancer spp.)",,,"No process - raw commodity","P9",
"A.07.04","Crustaceans","A.07.04.006","Crawfish (Panulirus spp.)",,,,"P9",
"A.07.04","Crustaceans","A.07.04.007","Crayfish (Astacus spp.)",,,,"P9",
"A.07.04","Crustaceans","A.07.04.002","Lobster (Homarus vulgaris)",,,,"P9",
"A.07.04","Crustaceans","A.07.04.003","Norway lobster (Nephrophs norvegicus)",,,,"P9",
"A.07.04","Crustaceans","A.07.04.004","Prawns (Palaemon serratus)",,,,"P9",
"A.07.04","Crustaceans","A.07.04.005","Shrimps (Crangon crangon)",,,,"P9",
"A.10.05","Dessert sauces","A.10.05.004","Alcoholic sweet sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.05","Dessert sauces","I.10.05.005","Cheese sauce, Sweet","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.05","Dessert sauces","A.10.05.002","Chocolate sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.05","Dessert sauces","A.10.05.001","Fruit sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.05","Dessert sauces","A.10.05.003","Fudge sauce","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.18.02","Dietary supplements","A.18.02.011","Algae formula (e.g. Spirulina, Chlorella)",,,"No process - potentially add later",,
"A.18.02","Dietary supplements","A.18.02.008","Coenzyme Q10 supplement",,,,,
"A.18.02","Dietary supplements","A.18.02.003","Combination of vitamins and minerals supplements",,,,,
"A.18.02","Dietary supplements","A.18.02.009","Enzyme-based supplement",,,,,
"A.18.02","Dietary supplements","A.18.02.006","Fiber supplements",,,,,
"A.18.02","Dietary supplements","A.18.02.002","Mineral supplements",,,,,
"A.18.02","Dietary supplements","A.18.02.007","Plant extract formula",,,,,
"A.18.02","Dietary supplements","A.18.02.012","Pollen-based supplement",,,,,
"A.18.02","Dietary supplements","A.18.02.005","Protein and amino acids supplements",,,,,
"A.18.02","Dietary supplements","A.18.02.004","Supplements containing special fatty acids (e.g. omega-3, essential fatty acids)",,,,,
"A.18.02","Dietary supplements","A.18.02.001","Vitamin supplements",,,,,
"A.18.02","Dietary supplements","A.18.02.010","Yeast based supplement",,,,,
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.006","Alcohol-free beverages for diabetics (excluding fruit-based beverages)",,,,"P4",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.012","Beer for diabetics","F28.A07JZ","Bacteria fermentation",,"P4",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.002","Breakfast cereals/muesli for diabetics",,,,"P5",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.003","Chocolate and chocolate products for diabetics","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.004","Confectionary for diabetics",,,,"P5",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.007","Desserts for diabetics",,,,"P5",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.001","Fine bakery products for diabetics","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.005","Fruit-based beverages for diabetics",,,,"P5",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.008","Jam, marmalade and other fruit spreads for diabetics","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.009","Milk products for diabetics",,,,"P6",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.011","Ready-to-eat meal for diabetics","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.18.04","Dietetic food for diabetics (labelled as such)","A.18.04.010","Spreads for diabetics",,,,"P5",
"A.16.06","Dressing","A.16.06.006","Mayonnaise, < 25% oil",,,"Assuming just mixing",,
"A.16.06","Dressing","A.16.06.004","Mayonnaise, > 50% oil",,,,,
"A.16.06","Dressing","A.16.06.005","Mayonnaise, 25 - 50% oil",,,,,
"A.16.06","Dressing","A.16.06.003","Salad dressing, < 25% oil",,,,,
"A.16.06","Dressing","A.16.06.001","Salad dressing, > 50% oil",,,,,
"A.16.06","Dressing","A.16.06.002","Salad dressing, 25 - 50% oil",,,,,
"A.16.06","Dressing","I.16.06.007","Salad dressing, non specified",,,,,
"A.16.06","Dressing","I.16.06.009","Thousand Islands sauce",,,,,
"A.16.06","Dressing","I.16.06.008","Yogonaise",,,,,
"A.05.07","Dried fruits","A.05.07.006","Dried apples (Malus domesticus)",,,"F28.A07KG drying included already","P3",
"A.05.07","Dried fruits","A.05.07.004","Dried apricots (Prunus armeniaca)",,,,"P3",
"A.05.07","Dried fruits","A.05.07.008","Dried bananas (Musa × paradisica)",,,,"P3",
"A.05.07","Dried fruits","A.05.07.007","Dried dates (Phoenix dactylifera)",,,,"P3",
"A.05.07","Dried fruits","A.05.07.002","Dried figs (Ficus carica)",,,,"P3",
"A.05.07","Dried fruits","A.05.07.009","Dried mangoes (Mangifera indica)",,,,"P3",
"A.05.07","Dried fruits","A.05.07.005","Dried pears  (Pyrus communis)",,,,"P3",
"A.05.07","Dried fruits","A.05.07.003","Dried prunes (Prunus domestica)",,,,"P3",
"A.05.07","Dried fruits","A.05.07.001","Dried vine fruits (currants, raisins and sultanas)",,,,"P3",
"A.06.06","Edible offal, farmed animals","A.06.06.009","Beef kidney",,,"No process - raw commodity","P7",
"A.06.06","Edible offal, farmed animals","A.06.06.001","Beef liver",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.015","Brain (veal, lamb, pork)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.005","Chicken liver",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.007","Duck liver",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.024","Giblets (chicken, turkey, duck, goose)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.008","Goose liver",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.014","Heart (beef, veal, pork, mutton, lamb)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.016","Lungs (beef)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.021","Marrowbone (beef)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.012","Mutton / lamb kidney",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.004","Mutton / lamb liver",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.018","Pancreas (veal, lamb)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.011","Pork kidney",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.003","Pork liver",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.019","Spleen (beef, pork)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.017","Stomach (beef)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.022","Tail (beef, pork, lamb)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.020","Thymus (veal, lamb)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.013","Tongue (beef, veal, mutton, lamb, pork)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.023","Totters and feet (calf, pork)",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.006","Turkey liver",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.010","Veal kidney",,,,"P7",
"A.06.06","Edible offal, farmed animals","A.06.06.002","Veal liver",,,,"P7",
"A.06.07","Edible offal, game animals","A.06.07.002","Kidney, game animals",,,,"P7",
"A.06.07","Edible offal, game animals","A.06.07.001","Liver, game animals",,,,"P7",
"A.06.07","Edible offal, game animals","A.06.07.003","Other offal, game animals",,,,"P7",
"A.19.08","Egg-based meal (e.g., omelette)","A.19.08.006","Fried eggs",,,"F28.A07GR - frying alread included","P7",
"A.19.08","Egg-based meal (e.g., omelette)","A.19.08.002","Omelette with bacon",,,,"P7",
"A.19.08","Egg-based meal (e.g., omelette)","A.19.08.003","Omelette with cheese",,,,"P7",
"A.19.08","Egg-based meal (e.g., omelette)","A.19.08.005","Omelette with mushrooms",,,,"P7",
"A.19.08","Egg-based meal (e.g., omelette)","A.19.08.004","Omelette with vegetables",,,,"P7",
"A.19.08","Egg-based meal (e.g., omelette)","A.19.08.001","Omelette, plain",,,,"P7",
"A.19.08","Egg-based meal (e.g., omelette)","A.19.08.007","Poached eggs",,,,"P7",
"A.09.01","Eggs, fresh","A.09.01.005","Duck eggs",,,"No process - raw commodity","P7",
"A.09.01","Eggs, fresh","A.09.01.003","Egg white, chicken",,,,"P7",
"A.09.01","Eggs, fresh","A.09.01.002","Egg yolk, chicken",,,,"P7",
"A.09.01","Eggs, fresh","A.09.01.006","Goose eggs",,,,"P7",
"A.09.01","Eggs, fresh","A.09.01.008","Ostrich eggs",,,,"P7",
"A.09.01","Eggs, fresh","A.09.01.007","Quail eggs",,,,"P7",
"A.09.01","Eggs, fresh","A.09.01.009","Seagull eggs",,,,"P7",
"A.09.01","Eggs, fresh","A.09.01.004","Turkey eggs",,,,"P7",
"A.09.01","Eggs, fresh","A.09.01.001","Whole egg, chicken",,,,"P7",
"A.09.02","Eggs, powder","A.09.02.003","Dried egg white",,,,"P7",
"A.09.02","Eggs, powder","A.09.02.002","Dried egg yolk",,,,"P7",
"A.09.02","Eggs, powder","A.09.02.001","Dried egg, whole",,,,"P7",
"A.08.06","Fermented milk products","A.08.06.006","Acidophilus milk",,,"F28.A0CQZ - fermentation already included","P6",
"A.08.06","Fermented milk products","A.08.06.008","Buttermilk",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.010","Cieddu",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.014","Filmjölk",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.011","Kaeder milk",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.007","Kefir",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.009","Kumis",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.012","Skyr",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.005","Sour milk",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.013","Taette",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.015","Viili",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.001","Yoghurt, cow milk, plain",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.002","Yoghurt, cow milk, with fruit",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.004","Yoghurt, goat milk",,,,"P6",
"A.08.06","Fermented milk products","A.08.06.003","Yoghurt, sheep milk",,,,"P6",
"A.01.07","Fine bakery wares","A.01.07.002","Biscuits (cookies)","F28.A07GY","Roasting","Look up","P5",
"A.01.07","Fine bakery wares","A.01.07.001","Pastries and cakes","F28.A07GY","Roasting",,"P5",
"A.19.06","Fish and seafood based meals","A.19.06.001","Fish and potatoes meal","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.19.06","Fish and seafood based meals","A.19.06.002","Fish and rice meal","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.19.06","Fish and seafood based meals","A.19.06.003","Fish and vegetables meal","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.19.06","Fish and seafood based meals","I.19.06.007","Fish gratin","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.19.06","Fish and seafood based meals","I.19.06.006","Salmon en croute","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.19.06","Fish and seafood based meals","A.19.06.004","Seafood-based meals","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.19.06","Fish and seafood based meals","I.19.06.005","Sushi","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.07.01","Fish meat","A.07.01.032","Acipenseriformes (sturgeons) (Chondrostei)",,,"No process - raw commodity","P9",
"A.07.01","Fish meat","A.07.01.004","Anchovy (Engraulis)",,,,"P9",
"A.07.01","Fish meat","A.07.01.025","Babel (Barbus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.011","Bass (Marone)",,,,"P9",
"A.07.01","Fish meat","A.07.01.033","Bonito (Sarda Sarda)",,,,"P9",
"A.07.01","Fish meat","A.07.01.026","Bream (Charax)",,,,"P9",
"A.07.01","Fish meat","A.07.01.034","Bullet tuna (Auxis spp.)",,,,"P9",
"A.07.01","Fish meat","A.07.01.024","Carp (Cyprinus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.007","Char (Salvelinus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.017","Cod and whiting (Gadus spp.)",,,,"P9",
"A.07.01","Fish meat","A.07.01.027","Eels (Apodes)",,,,"P9",
"A.07.01","Fish meat","A.07.01.019","Flounder (Platichthys flesus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.016","Grey mullet (Mugil)",,,,"P9",
"A.07.01","Fish meat","A.07.01.018","Hake (Merluccius)",,,,"P9",
"A.07.01","Fish meat","A.07.01.020","Halibut (Hippoglossus spp.)",,,,"P9",
"A.07.01","Fish meat","A.07.01.001","Herring (Clupea)",,,,"P8",
"A.07.01","Fish meat","A.07.01.029","Lophiiformes (Pediculati)",,,,"P9",
"A.07.01","Fish meat","A.07.01.013","Mackeral (Scomber)",,,,"P8",
"A.07.01","Fish meat","A.07.01.010","Perch (Perca)",,,,"P9",
"A.07.01","Fish meat","A.07.01.021","Plaice (Pleuronectes)",,,,"P9",
"A.07.01","Fish meat","A.07.01.031","Rays (Hypotremata)",,,,"P9",
"A.07.01","Fish meat","A.07.01.023","Roach (Rutilus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.006","Salmon and trout (Salmo spp.)",,,,"P9",
"A.07.01","Fish meat","A.07.01.003","Sardine and pilchard (Sardina)",,,,"P9",
"A.07.01","Fish meat","A.07.01.035","Sardinops (Sardinops sagax)",,,,"P9",
"A.07.01","Fish meat","A.07.01.015","Sea catfish and wolf-fish (Anarhichas)",,,,"P9",
"A.07.01","Fish meat","A.07.01.030","Selachoidei (Pleurotremata)",,,,"P9",
"A.07.01","Fish meat","A.07.01.005","Shad (Alosa)",,,,"P9",
"A.07.01","Fish meat","A.07.01.008","Smelt (Osmerus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.022","Sole (Limanda; Solea)",,,,"P9",
"A.07.01","Fish meat","A.07.01.002","Sprat (Sprattus sprattus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.012","Surgeon-fish (Acanthurus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.036","Swordfish (Xiphidae spp.)",,,,"P9",
"A.07.01","Fish meat","A.07.01.014","Tuna (Thunnus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.009","Whitefish (Coregonus)",,,,"P9",
"A.07.01","Fish meat","A.07.01.028","Zeomorphi (Zeomorphi)",,,,"P9",
"A.07.03","Fish offal","A.07.03.001","Fish roe",,,"No process - raw commodity","P9",
"A.07.03","Fish offal","A.07.03.002","Other fish offal",,,,"P9",
"A.11.02","Fish oil","A.11.02.003","Cod liver oil",,,"Potentially look up","P9",
"A.11.02","Fish oil","A.11.02.001","Herring oil",,,,"P9",
