"SLV-code","Livsmedelsnamn","Råvara nivå 1","Andel","Inkluderar","Tillagningsprocess nivå 1","Konverteringsfaktor nivå 1","Publikation nivå 1","Foodex2 nivå 1","Rå mängd beräknad","Beräkning rå mängd","Råvara nivå 2","Tillagningsprocess nivå 2","Konverteringsfaktor nivå 2","Publikation nivå 2","Foodex2 nivå 2","Kommentar"
"6473","Lasagne pastagratäng m. baljväxter","Lök (gul, röd)",4,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"6473","Lasagne pastagratäng m. baljväxter","Tomat",1,NA,"Pure","3.2","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HQ","3.2","1 * 3,20",NA,NA,NA,NA,NA,NA
"6473","Lasagne pastagratäng m. baljväxter","Olja olivolja",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6473","Lasagne pastagratäng m. baljväxter","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6473","Lasagne pastagratäng m. baljväxter","Ägg, höna",1,"Helt ägg höna","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031G","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6480","Kornflingor ångprep. fullkorn","Korn, fullkorn",100,NA,"Tillagad, adderad","1","-","A002L","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"6481","Rågflingor ångprep. fullkorn","Råg, flinga",100,NA,"Rå, tillagad","1","-","A001K","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"6482","Veteflingor ångprep. fullkorn","Vete, fullkorn",100,NA,"Tillagad, adderad","1","-","A001M","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"6495","Kvarg smaksatt fett 1,5-7%","Ost, Färskost",80,"philadelphia, keso, mozarella, Halloumi, ricotta, mascarpone","Rå, tillagad","1","-","A02QL","80","80 * 1,00",NA,NA,NA,NA,NA,NA
"6495","Kvarg smaksatt fett 1,5-7%","Socker",14,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","14","14 * 1,00",NA,NA,NA,NA,NA,NA
"6495","Kvarg smaksatt fett 1,5-7%","Hallon",2,NA,"Tillagad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A01EP","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"6495","Kvarg smaksatt fett 1,5-7%","Lingon",1,NA,"Tillagad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A01FL","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6495","Kvarg smaksatt fett 1,5-7%","Jordgubbar",1,"smultron","Tillagad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A01EA","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6495","Kvarg smaksatt fett 1,5-7%","Banan",1,NA,"Tillagad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A01LC","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6495","Kvarg smaksatt fett 1,5-7%","Blåbär",1,NA,"Tillagad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A01EZ","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6496","Bröstmjölk humanmjölk flaskmatning","Bröstmjölk",100,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A02MJ","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","sojaprotein",42,"Sojaproteinisolat, sojaproteinkoncentrat","Rå","1","Produktionsteknologi för ätbart mjöl och proteinprodukter från sojabönor (1992) Berk Z","NEW17","42","42 * 3,10",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Övrigt",18,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","18","18 * 1,00",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Vatten",13,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","13","13 * 1,00",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Vete, siktat",7,NA,"Tillagad, adderad","1","-","A003Y","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Olja rapsolja",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Lök (gul, röd)",3,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Sesamfrö",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A015K","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Fett vegetabiliskt fett och olja",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Vete, siktat",3,"kokt pasta, kokta nudlar","Tillagad","0.5","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A003Y","1.5","3 * 0,50",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Majs, stärkelse",1,"majsstärkelse, maizena","Rå, tillagad","1.5","Food in Europe - production, processing and composition, ed Aldén KI och Algers A","A002R","1.5","1 * 1,50",NA,NA,NA,NA,NA,NA
"6498","Soja- och veteprotein nugget tillagad","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Vatten",53,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","53","53 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","sojaprotein",30,"Sojaproteinisolat, sojaproteinkoncentrat","Rå","1","Produktionsteknologi för ätbart mjöl och proteinprodukter från sojabönor (1992) Berk Z","NEW17","30","30 * 3,10",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Övrigt",6,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Olja rapsolja",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Fett vegetabiliskt fett och olja",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Malt",1,"malt","Tillagad","1.2","SLV - Riktlinjer för livsmedel","A002L","1.2","1 * 1,20",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Vetegluten",1,"Gluten","Tillagad","10","LCI data for the calculation tool Feedprint for greenhouse gas emissions of feed production and utilization (2012) Zeist et al","A004M","10","1 * 10,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Olja solrosolja",1,NA,"Tillagad, adderad","1","Användarhjälp - Riktlinjer för beräknade livsmedel","A037D","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Jäst",1,"jästextrakt","Rå, tillagad","1","-","A049A","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Vitlök",1,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00GZ","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Lök (gul, röd)",1,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6499","Soja- och veteprotein färs tillagad","Majs, stärkelse",0,"majsstärkelse, maizena","Rå, tillagad","1.5","Food in Europe - production, processing and composition, ed Aldén KI och Algers A","A002R","0","0 * 1,50",NA,NA,NA,NA,NA,NA
"6500","Soja- och veteprotein bullar tillagade","Vatten",51,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","51","51 * 1,00",NA,NA,NA,NA,NA,NA
"6500","Soja- och veteprotein bullar tillagade","sojaprotein",30,"Sojaproteinisolat, sojaproteinkoncentrat","Rå","1","Produktionsteknologi för ätbart mjöl och proteinprodukter från sojabönor (1992) Berk Z","NEW17","30","30 * 3,10",NA,NA,NA,NA,NA,NA
"6500","Soja- och veteprotein bullar tillagade","Olja rapsolja",7,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"6500","Soja- och veteprotein bullar tillagade","Övrigt",6,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"6500","Soja- och veteprotein bullar tillagade","Lök (gul, röd)",3,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"6500","Soja- och veteprotein bullar tillagade","Fett vegetabiliskt fett och olja",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"6500","Soja- och veteprotein bullar tillagade","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6500","Soja- och veteprotein bullar tillagade","Majs, stärkelse",0,"majsstärkelse, maizena","Rå, tillagad","1.5","Food in Europe - production, processing and composition, ed Aldén KI och Algers A","A002R","0","0 * 1,50",NA,NA,NA,NA,NA,NA
"6501","Svampprotein nugget tillagad","Quorn",57,NA,"Rå, tillagad","1","-","AX13A","57","57 * 1,00",NA,NA,NA,NA,NA,NA
"6501","Svampprotein nugget tillagad","Vatten",13,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","13","13 * 1,00",NA,NA,NA,NA,NA,NA
"6501","Svampprotein nugget tillagad","Vete, siktat",10,NA,"Tillagad, adderad","1","-","A003Y","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"6501","Svampprotein nugget tillagad","Olja solrosolja",8,NA,"Tillagad, adderad","1","Användarhjälp - Riktlinjer för beräknade livsmedel","A037D","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"6501","Svampprotein nugget tillagad","Äggvita",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031T","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"6501","Svampprotein nugget tillagad","Vete, stärkelse",4,NA,"Tillagad, adderad","1","Food in Europe - production, processing and composition, ed Aldén KI och Algers A","A004M","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"6501","Svampprotein nugget tillagad","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6501","Svampprotein nugget tillagad","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6501","Svampprotein nugget tillagad","Olja rapsolja",0,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","Övrigt",36,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","36","36 * 1,00",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","sojaprotein",22,"Sojaproteinisolat, sojaproteinkoncentrat","Rå","1","Produktionsteknologi för ätbart mjöl och proteinprodukter från sojabönor (1992) Berk Z","NEW17","22","22 * 3,10",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","Vatten",20,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","20","20 * 1,00",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","Fett vegetabiliskt fett och olja",10,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","Lök (gul, röd)",4,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","Olja rapsolja",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","Vete, siktat",2,"kokt pasta, kokta nudlar","Tillagad","0.5","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A003Y","1","2 * 0,50",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","Äggula",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031S","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","Socker",1,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A032H","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6502","Soja- och veteprotein schnitzel tillagad","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6504","Grönsaksbiff hampabiff tillagad u. matfett veg.","Ärter utan skida (utgångsläge rå)",56,"trädgårdsärt, grönärt, rödvial","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A012G","56","56 * 1,00",NA,NA,NA,NA,NA,NA
"6504","Grönsaksbiff hampabiff tillagad u. matfett veg.","Lök (gul, röd)",14,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","14","14 * 1,00",NA,NA,NA,NA,NA,NA
"6504","Grönsaksbiff hampabiff tillagad u. matfett veg.","Hampafrö",10,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A016B","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"6504","Grönsaksbiff hampabiff tillagad u. matfett veg.","Pumpafrön",7,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A015X","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"6504","Grönsaksbiff hampabiff tillagad u. matfett veg.","Lime",5,NA,"Rå","1","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A03AJ","5","5 * 1,80",NA,NA,NA,NA,NA,NA
"6504","Grönsaksbiff hampabiff tillagad u. matfett veg.","Potatismjöl",5,"potatisflingor, potatisstärkelse","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A011F","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"6504","Grönsaksbiff hampabiff tillagad u. matfett veg.","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6504","Grönsaksbiff hampabiff tillagad u. matfett veg.","Ris, siktat",2,"Vildris","Torkad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A003F_R","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"6505","Grönsaksbullar m. kikärtor morot tillagade u. matfett veg.","Morot",31,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00QH","31","31 * 1,00",NA,NA,NA,NA,NA,NA
"6505","Grönsaksbullar m. kikärtor morot tillagade u. matfett veg.","Ärter utan skida (utgångsläge torkad)",30,"gul ärtor, grön ärta, kikärt","Tillagad","0.4","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A013J","12","30 * 0,40",NA,NA,NA,NA,NA,NA
"6505","Grönsaksbullar m. kikärtor morot tillagade u. matfett veg.","Lök (gul, röd)",11,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","11","11 * 1,00",NA,NA,NA,NA,NA,NA
"6505","Grönsaksbullar m. kikärtor morot tillagade u. matfett veg.","Olja rapsolja",4,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"6505","Grönsaksbullar m. kikärtor morot tillagade u. matfett veg.","Majs, siktat",2,"polenta","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A002Q","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"6505","Grönsaksbullar m. kikärtor morot tillagade u. matfett veg.","Vitlök",1,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00GZ","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6505","Grönsaksbullar m. kikärtor morot tillagade u. matfett veg.","Persilja",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A00YE","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6505","Grönsaksbullar m. kikärtor morot tillagade u. matfett veg.","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6505","Grönsaksbullar m. kikärtor morot tillagade u. matfett veg.","Ärter utan skida",19,"gul ärtor, grön ärta, kikärt","Torkad","1","SLV - Riktlinjer för livsmedel","A013J","19","19 * 1,00",NA,NA,NA,NA,NA,NA
"6506","Grönsaksbiff jordnötsbiff tillagad veg.","Ärter utan skida (utgångsläge torkad)",43,"gul ärtor, grön ärta, kikärt","Tillagad","0.4","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A013J","17.2","43 * 0,40",NA,NA,NA,NA,NA,NA
"6506","Grönsaksbiff jordnötsbiff tillagad veg.","Jordnöt",13,NA,"Tillagad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A015H","13","13 * 1,00",NA,NA,NA,NA,NA,NA
"6506","Grönsaksbiff jordnötsbiff tillagad veg.","Morot",13,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00QH","13","13 * 1,00",NA,NA,NA,NA,NA,NA
"6506","Grönsaksbiff jordnötsbiff tillagad veg.","Lök (gul, röd)",10,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"6506","Grönsaksbiff jordnötsbiff tillagad veg.","Squash",8,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00JR","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"6506","Grönsaksbiff jordnötsbiff tillagad veg.","Potatismjöl",7,"potatisflingor, potatisstärkelse","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A011F","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"6506","Grönsaksbiff jordnötsbiff tillagad veg.","Olja rapsolja",5,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"6506","Grönsaksbiff jordnötsbiff tillagad veg.","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6507","Grönsaksbiff grön ärtbiff tillagad u. matfett veg.","Ärter utan skida (utgångsläge rå)",75,"trädgårdsärt, grönärt, rödvial","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A012G","75","75 * 1,00",NA,NA,NA,NA,NA,NA
"6507","Grönsaksbiff grön ärtbiff tillagad u. matfett veg.","Majs, stärkelse",15,"majsstärkelse, maizena","Rå, tillagad","1.5","Food in Europe - production, processing and composition, ed Aldén KI och Algers A","A002R","22.5","15 * 1,50",NA,NA,NA,NA,NA,NA
"6507","Grönsaksbiff grön ärtbiff tillagad u. matfett veg.","Olja rapsolja",10,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"6507","Grönsaksbiff grön ärtbiff tillagad u. matfett veg.","Salt",0,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"6512","Chèvrecrème","Ost (hårdost)",60,"Ystade hårdostar, kittost, mögelost","Rå, tillagad","1","-","A02VA","60","60 * 1,00",NA,NA,NA,NA,NA,NA
"6512","Chèvrecrème","Grädde fett >31%",30,"vispgrädde","Rå, tillagad","1","-","A02MK#F07.A074F","30","30 * 1,00",NA,NA,NA,NA,NA,NA
"6512","Chèvrecrème","Honung",10,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A033L","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"6516","Vitkålssallad m. morot","Vitkål",59,NA,"Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00FY","59","59 * 1,00",NA,NA,NA,NA,NA,NA
"6516","Vitkålssallad m. morot","Morot",26,NA,"Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00QH","26","26 * 1,00",NA,NA,NA,NA,NA,NA
"6516","Vitkålssallad m. morot","Vatten",6,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"6516","Vitkålssallad m. morot","Olja rapsolja",5,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"6516","Vitkålssallad m. morot","Citron",4,NA,"Rå","1","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A03AH","4","4 * 1,60",NA,NA,NA,NA,NA,NA
"6516","Vitkålssallad m. morot","Salt",0,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Tomat",27,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HQ","27","27 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Morot",20,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00QH","20","20 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Vatten",19,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","19","19 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Kyckling",8,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A01SP","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Lök (gul, röd)",6,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Ris, korn",6,"Vildris","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A003D","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Palsternacka",6,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00QR","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Rotselleri",5,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00QJ","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Olja rapsolja",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Basilika",0,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A00VV","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"6520","Barnmat grönsaksgryta m. kyckling vitlök konserv.","Ris, siktat",1,"Vildris","Torkad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A003F_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Kyckling",18,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A01SP","18","18 * 1,00",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Lever, gris",12,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A01XJ","12","12 * 1,00",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Lever, gris",10,NA,"Tillagad","1.2","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A01XJ","12","10 * 1,20",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Älg",9,"älgfärs","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A01SE","9","9 * 1,00",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Gris",8,"Griskött, fläsk, bacon, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, kassler","Tillagad","1.3","USDA table of cooking yields for meat and poultry (2012)","A01RG","10.4","8 * 1,30",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Grädde fett >31%",7,"vispgrädde","Rå, tillagad","1","-","A02MK#F07.A074F","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Fett ister och annat djurfett",7,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A037V","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Vatten",7,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Lever, kyckling",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A01XZ","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"6521","Köttpaté ospec.","Ägg, höna",4,"Helt ägg höna","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031G","4","4 * 1,00",NA,NA,NA,NA,NA,NA
